id_etablissement,nom_etablissement,nom_russe,nom_bielorusse,ville_localite,rue,numero_rue,code_postal,latitude,longitude,site_web,telephone,email,email
way/244277132,Школа № 30,Школа № 30,Школа № 30,,вуліца Гагарына,58А,,55.21477076666667,30.223800055555557,,,,
way/245531984,Уцёўская САШ,Утевская СОШ,Уцёўская САШ,,Кааператыўная вуліца,,,52.22732414285714,31.380251842857145,,,,
way/245539660,СШ № 12,СШ № 12,СШ № 12,,,,,55.51886369999998,28.69074202,https://www.novedu.by/school12,+375214550415,12school@bk.ru,12school@bk.ru
way/245913391,Школа № 24,Школа № 24,Школа № 24,,,,,55.168357300000004,30.153458109090913,https://vitebsk24.schools.by/,+375212268493,school_24_v@tut.by,school_24_v@tut.by
way/245913392,Школа № 40,Школа № 40,Школа № 40,,,,,55.167510820000004,30.202688060000003,http://sch40.vitebsk.edu.by/,+375212579696,school40_vit@tut.by,school40_vit@tut.by
way/245960841,СШ № 3,СШ № 3,СШ № 3,,,,,55.53063285714285,28.650766,https://www.novedu.by/school3,+375214531720,school3_np@mail.ru,school3_np@mail.ru
way/248954080,Школа № 1,Школа № 1,Школа № 1,,,,,55.025459122222216,30.803868522222224,,"+375213841398, +375213841542",sch1@liozno.edu.by,sch1@liozno.edu.by
way/250717822,Грозаўскі псіханеўралагічны дом-інтэрнат,Грозовский психоневрологический дом - интернат,Грозаўскі псіханеўралагічны дом-інтэрнат,Канюхі,,,,53.15872406363637,27.386105090909087,https://konuhi.schools.by/,,,
way/251303350,Стаўнянская сярэдняя школа,Столнянская средняя школа,Стаўнянская сярэдняя школа,Стоўпня,вуліца Леніна,19,247256,52.91810033076923,30.42448127692308,,,,
way/252127813,Музычная школа,Музыкальная школа,Музычная школа,Доўск,Паркавая вуліца,,247261,53.15349536,30.45437738,,,,
way/254266498,ДУА «Баравухскі яслі-сад №37 г. Наваполацка»,ГУО «Боровухский ясли-сад №37 г. Новополоцка»,ДУА «Баравухскі яслі-сад №37 г. Наваполацка»,,,,,55.59201985714286,28.596604871428575,,,,
way/255474406,Сярэдняя школа №9,Средняя школа №9,Сярэдняя школа №9,,,,,53.87693360555554,25.331527338888886,,+375 154 652994,,
way/255520253,Гімназія №20,Гимназия №20,Гімназія №20,,,,,53.89623554545455,27.440522172727277,,,,
way/256603542,Музычная школа,Музыкальная школа,Музычная школа,,вуліца Леніна,8,,52.14503748333333,25.5329368,,,,
way/256821453,Казялужская сярэдняя школа,Козелужская средняя школа,Казялужская сярэдняя школа,,,,,51.89325334,29.908057959999997,,,,
way/256863879,Корпус пачатковых класаў Гімназіі № 2,Корпус начальных классов Гимназии № 2,Корпус пачатковых класаў Гімназіі № 2,Гродна,вуліца Серафімовіча,66,230029,53.696604438461534,23.816768730769233,https://gymn2.lengrodno.gov.by/,+375 152 44-51-36,gymn2@lengrodno.by,gymn2@lengrodno.by
way/257587638,Церахоўскі КПК,Тереховский УПК,Церахоўскі КПК,,вуліца Леніна,167,,52.21402437777778,31.44950307777778,,,,
way/260061650,Школа №14,Школа №14,Школа №14,,,,,52.788521177777774,27.498041855555556,,,,
way/260315322,Сярэдняя школа №142,Средняя школа №142,Сярэдняя школа №142,,,,,53.83778229999999,27.69856772,,,,
way/260426808,Сярэдняя школа №210,Средняя школа №210,Сярэдняя школа №210,,,,,53.83957393703703,27.700598048148155,,,,
way/260578583,Волпаўская сярэдняя школа,Волповская средняя школа,Волпаўская сярэдняя школа,,,,,53.365825588235296,24.36748991764706,https://volpa.schools.by/,,,
way/261402157,Жгуньская сярэдняя школа,Жгуньская средняя школа,Жгуньская сярэдняя школа,,Школьная вуліца,10,,52.33854485454545,31.313965772727272,,,,
way/262342820,Кругавец - Калінінскі дзіцячы сад - сярэдняя школа,Круговец - Калининский дет. сад - ср. школа,Кругавец - Калінінскі дзіцячы сад - сярэдняя школа,Кругавец-Калініна,вуліца Леніна,2,,52.1512628,31.695484527272733,https://krugovec.schools.by/,,,
way/262666214,Школа № 3,Школа № 3,Школа № 3,,,,,53.06698223499999,30.018181525000006,,,,
way/262671987,Школа,Школа,Школа,,,,,51.76920582307693,29.19655622307692,,,,
way/263483034,Пераростаўская СШ,Переростовкая СШ,Пераростаўская СШ,,,,,52.303897344000006,31.466267644000006,,,,
way/264303263,Кармянская СШ,Кормянская СШ,Кармянская СШ,,,,,52.343986984615384,31.51117653076923,,,,
way/264431538,Харашэўская СШ,Хорошевская СШ,Харашэўская СШ,,,,,52.34938644,31.60170494,,,,
way/264851558,Школа №13,Школа №13,Школа №13,,,,,52.9081984875,30.038190243749998,https://sh13.zhlobinedu.by/,,,
way/264986104,Школа №1,Школа №1,Школа №1,,,,,52.895258587499995,30.03918385,,,,
way/267216076,Сярэдняя школа №98,Средняя школа №98,Сярэдняя школа №98,,вуліца Яна Райніса,1,,53.876473325,27.60831998333333,,,,
way/267402036,Лабковіцкая сярэдняя школа,Лобковичская средняя школа,Лабковіцкая сярэдняя школа,,,,,53.83265797333333,31.7493613,,,,
way/270843669,Школа № 4,Школа № 4,Школа № 4,Рэчыца,Спартыўная вуліца,10,,52.357354470000004,30.41361839,https://school4.of.by/index.php/ru/,+375 2340 4-94-89;+375 2340 4-38-32,retchica_shkola4@mail.gomel.by,retchica_shkola4@mail.gomel.by
way/271430181,Школа №9,Школа №9,Школа №9,,,,,52.03504083636364,29.210695036363642,,,,
way/271452821,Школа №15,Школа №15,Школа №15,,,,,52.039669957142856,29.199699000000003,,,,
way/271455449,Школа №13,Школа №13,Школа №13,,,,,52.02960868333333,29.217750816666666,,,,
way/271455450,Школа №11,Школа №11,Школа №11,,,,,52.03111646,29.22031412,,,,
way/273538471,СШ №3,СШ №3,СШ №3,,,,,53.498616240000004,28.16909923,,,,
way/273727391,Сярэдняя школа № 1,Средняя школа № 1,Сярэдняя школа № 1,,,,,55.040736400000014,29.447009299999998,https://1.beshenkovichi.schools.by/,+375213143566,sch1_beshenk@mail.ru,sch1_beshenk@mail.ru
way/273814445,Бешанковіцкая гімназія-інтэрнат,Бешенковичская гимназия-интернат,Бешанковіцкая гімназія-інтэрнат,,,,,55.05205461666666,29.472999983333338,,+375(213) 142546;+375(213) 142137,besh_gumnasium@mail.ru,besh_gumnasium@mail.ru
way/273814451,Сярэдняя школа № 2,Средняя школа № 2,Сярэдняя школа № 2,,,,,55.046025045454556,29.462643109090905,https://sh2.beshenkovichi.schools.by/,+375213142437,sha-2@tut.by,sha-2@tut.by
way/274103671,Обальская сярэдняя школа,Обольская средняя школа,Обальская сярэдняя школа,,,,,55.35334952222222,29.294497766666666,https://obol.schools.by/,+375-2130-36337,obolj1@tut.by,obolj1@tut.by
way/274181545,Сярэдняя школа №21,Средняя школа №21,Сярэдняя школа №21,,,,,53.91035074285714,30.33717324285714,,,,
way/274444990,Сярэдняя школа №55,Средняя школа №55,Сярэдняя школа №55,,,,,53.8760277016129,27.565517709677415,,,,
way/274897533,Школа № 6,Школа № 6,Школа № 6,,,,,53.147228278571426,29.214122042857138,,+375225553979,,
way/274903337,Школа № 1,Школа № 1,Школа № 1,,,,,53.14984636249999,29.240490975000004,,+375225491088,,
way/274928482,Акцябрская школа,Октябрьская школа,Акцябрская школа,,,,,55.12833094,30.258128989999996,,+375(212) 200-364;+375(212) 200-378,oktshcool@yandex.ru,oktshcool@yandex.ru
way/275257872,СШ № 32,СШ № 32,СШ № 32,,,,,53.19611718,29.229297980000002,,,,
way/275392646,Багушэўская СШ №1,Богушевская СШ № 1,Багушэўская СШ №1,,,,,54.844253925000004,30.210478424999998,http://bogushevsk-school1.belhost.by/,"+375213545143, +375213545807",school_n1@tut.by,school_n1@tut.by
way/275392647,Багушэўская сярэдняя школа імя А.Э. Марфіцкага,Богушевская средняя школа имени А.Э. Марфицкого,Багушэўская сярэдняя школа імя А.Э. Марфіцкага,,,,,54.84031373684211,30.22060175789474,https://bogushevsk2.schools.by/,+375213552261,bogus-sc@tut.by,bogus-sc@tut.by
way/275392937,Санаторная школа-інтэрнат,санаторная школа-интернат,Санаторная школа-інтэрнат,,,,,54.85738246999999,30.204303590000002,https://shi-bogushevsk.schools.by/,"+375213545572, +375213545482",bskarolina@tut.by,bskarolina@tut.by
way/276072098,Гімназія №174,Гимназия №174,Гімназія №174,,,,,53.851509695999994,27.467838532000002,,,,
way/276254115,Даўжанская сярэдняя школа,Должанская средняя школа,Даўжанская сярэдняя школа,,,,,55.35712952857143,30.074158050000005,,+375212209437,dolzha@yandex.ru,dolzha@yandex.ru
way/276264847,Гімназія,Гимназия,Гімназія,,,,,52.13449603333335,28.489035783333332,https://petrikov.schools.by/,,,
way/277589409,Школа №2,Школа №2,Школа №2,,,,,55.51271108095237,28.769393861904764,,,,
way/277932256,Школа № 43 імя Шмырова М. П.,Школа № 43 им. Шмырёва М. Ф.,Школа № 43 імя Шмырова М. П.,,,,,55.161334475,30.19271030833333,http://sch43.vitebsk.edu.by/,"+375(212) 54-72-42, +375(212) 577-982",,school_43_vit@tut.by
way/278530497,Школа № 8,Школа № 8,Школа № 8,,вуліца Карла Маркса,37,,55.187606159999994,30.17052652,,"+375212343163, +375212342251",8school@tut.by,8school@tut.by
way/278807708,Аўташкола ДАСААФ,Автошкола ДОСААФ,Аўташкола ДАСААФ,,,,,54.3170049375,26.861511450000002,,,,
way/279006077,Бабінавіцкая яслі-сад сярэдняя школа (зачынена),Бабиновичская ясли-сад средняя школа (закрыта),Бабінавіцкая яслі-сад сярэдняя школа (зачынена),,,,,54.8331247625,30.565970500000002,,"+375213834391, +375213834316",asbab@liozno.edu.by,asbab@liozno.edu.by
way/279347812,Сярэдняя школа №3,Средняя школа №3,Сярэдняя школа №3,,,,,55.477640335714284,28.77382607142857,,,,
way/279350307,Сярэдняя школа №11,Средняя школа №11,Сярэдняя школа №11,,Чырвонаармейская вуліца,17А,,55.47628239999999,28.793857480000003,,,,
way/279547392,Краснабудская СШ,Красно-Будская СШ,Краснабудская СШ,,,,,52.18751746666666,31.495239155555552,,,,
way/279671857,Варонаўская школа,Вороновская школа,Варонаўская школа,,,,,55.149882955555555,30.392255555555558,,"+375212203508, +375212203575",voronyschool@yandex.ru,voronyschool@yandex.ru
way/279747114,Баршчэўская САШ,Борщёвская СОШ,Баршчэўская САШ,,,,,52.21158020000001,31.561815700000004,,,,
way/279931598,Школа № 2,Школа № 2,Школа № 2,,,,,55.031910591666666,30.79899959999999,,"+375213841581, +375213841552",sch2@liozno.edu.by,sch2@liozno.edu.by
way/280222643,Школа № 15,Школа № 15,Школа № 15,,,,,55.29883836000001,30.307696500000002,http://sch15.vitebsk.edu.by,+375 212 69-66-42,,school15by@otdelobr.by
way/280452429,Арэхаўская школа,Ореховская школа,Арэхаўская школа,,,,,54.694783599999994,30.498838059999997,https://orehovsk.schools.by/,"+375216270295, +375216270350",orechovskay.school.orsha@gmail.com,orechovskay.school.orsha@gmail.com
way/281553161,Сярэдняя школа №179,Средняя школа №179,Сярэдняя школа №179,,,,,53.910986872222225,27.447478877777773,,,,
way/281553162,Сярэдняя школа №185,Средняя школа №185,Сярэдняя школа №185,,,,,53.909530964285715,27.447014914285713,,,,
way/281640824,Гімназія №6 імя Дзяржынскага,Гимназия №6 имени Дзержинского,Гімназія №6 імя Дзяржынскага,Гродна,вуліца Брыкеля,103/2,230005,53.702700013333335,23.844530426666665,https://gymn6.lengrodno.gov.by/,+375152786045,gymn6@lengrodno.by,gymn6@lengrodno.by
way/282300377,Школа № 21,Школа № 21,Школа № 21,,,,,55.198143075,30.196974300000004,https://21vitebsk.schools.by/,"+375212365332, +375212360492",,shkola21vitebsk@mail.ru
way/282402307,Школа № 1,Школа № 1,Школа № 1,,,,,55.45794737826087,29.984052769565213,http://sch1.gorodok.edu.by/,"+375333060295, +375213942330, +375213943478",,
way/282414516,Музычная школа,Музыкальная школа,Музычная школа,,,,,53.83197259999999,23.648978739999997,,,,
way/282486974,Школа № 2,Школа № 2,Школа № 2,,,,,55.467307325,29.974265649999996,http://sch2.gorodok.edu.by,"+375333060315, +375213942703, +375213943406",,
way/282515062,ДТСААФ,ДОСААФ,ДТСААФ,,,,,53.51244471428572,28.13173004285714,,,,
way/282755061,Корабаўскі дзіцячы сад - сярэдняя школа імя Р.І. Мацэюна,Коробовская детский сад – средняя школа имени Р.И. Мацеюна,Корабаўскі дзіцячы сад - сярэдняя школа імя Р.І. Мацэюна,Карабы 2,Школьны завулак,2А,,55.119690738461536,27.5452953,https://koroby.rooglub.gov.by/,,,
way/282801376,Ржаўская дзіцячы сад-сярэдняя школа,Ржавская детский сад-средняя школа,Ржаўская дзіцячы сад-сярэдняя школа,,,,,55.07455514000001,29.57361664,,,,
way/283082049,Гімназія №43,Гимназия №43,Гімназія №43,,,,,53.9150729,27.432304550000005,,,,
way/283406325,Верцялішкаўская сярэдняя школа,Вертелишковская средняя школа,Верцялішкаўская сярэдняя школа,,,,,53.700476249999994,24.004679714285714,https://vertelishki.grodruo.by/,+375152473858,vertelishki.sch@grodno-region.by,vertelishki.sch@grodno-region.by
way/283563856,САШ,СОШ,САШ,,Піянерская вуліца,1,,52.51825512222222,29.59760947777778,,,,
way/284822746,школьная майстэрня,школьная мастерская,школьная майстэрня,,,,,52.18171944000001,31.682023039999997,,,,
way/285220994,Сярэдняя школа №20 імя Чайкінай,Средняя школа №20 имени Чайкиной,Сярэдняя школа №20 імя Чайкінай,Гродна,вуліца Вольгі Соламавай,76,,53.66640161666667,23.79352087222222,https://sch20.oktobrgrodno.gov.by/,+375152696250,sch20@oktobrgrodno.gov.by,sch20@oktobrgrodno.gov.by
way/286353250,Школа № 17,Школа № 17,Школа № 17,,вуліца Някрасава,3,,55.193982272727276,30.181353845454545,,"+375212359737, +375212359738",,
way/286422366,Школа № 25,Школа № 25,Школа № 25,,,,,55.17491322857143,30.21645012857143,http://sch25.vitebsk.edu.by/,"+375212571606, +375212577871",,sc25perv@tut.by
way/286483323,Краснасельская сярэдняя школа,Красносельская средняя школа,Краснасельская сярэдняя школа,,,,231911,53.260827141666674,24.41481338333333,https://krassh.schools.by/,80151262742,krssh@tut.by,krssh@tut.by
way/286643660,Краснасельская пачатковая школа,Красносельская начальная школа,Краснасельская пачатковая школа,,,,231911,53.26053132,24.426345660000003,,80151295894,,
way/286958014,Сярэдняя школа №189,Средняя школа №189,Сярэдняя школа №189,,,,,53.87299103750001,27.602960375000002,,,,
way/286972930,Раціцкая сярэдняя агульнаадукацыйная школа,Ратичская средняя общеобразовательная школа,Раціцкая сярэдняя агульнаадукацыйная школа,Рацічы,,,,53.76244481428572,23.6599416,https://ratichi.schools.by,,ratichi@mail.ru,ratichi@mail.ru
way/287217016,Быстрыцкая сярэдняя школа,Быстрицкая средняя школа,Быстрыцкая сярэдняя школа,,,,,53.03701236666667,27.07601527777778,https://bystrica.schools.by/,,,
way/287280466,ДУА «Сярэдняя школа №1 г. Фаніпаля»,ГУО «Средняя школа №1 г. Фаниполя»,ДУА «Сярэдняя школа №1 г. Фаніпаля»,,,,,53.74871234285714,27.326602328571433,,,,
way/288481575,УПК детский сад-средняя школа,УПК детский сад-средняя школа,УПК детский сад-средняя школа,Пацуі,вуліца Леніна,1,,53.05195254444445,24.05373478888889,,,,
way/288903180,Школа № 42,Школа № 42,Школа № 42,,,,,55.16134446666667,30.23467387777778,http://school42.by/,+375 (212) 25-66-61,,school42vit@gmail.com
way/289494393,Школа № 2,Школа № 2,Школа № 2,,,,,54.51063055000001,30.414288990000006,https://02orsha.schools.by/,+375 (216) 21-57-94,,02.school.orsha@gmail.com
way/289494394,Школа № 21,Школа № 21,Школа № 21,,,,,54.51189021764706,30.414453382352946,https://21orsha.schools.by/,+375 (216) 22-72-78,21.school.orsha@gmail.com,21.school.orsha@gmail.com
way/289550742,ДУА ”Навагрудская дзіцячая школа мастацтваў”,ГУО “Новогрудская детская школа искусств”,ДУА ”Навагрудская дзіцячая школа мастацтваў”,,вуліца Міцкевіча,9,231400,53.594869200000005,25.823099539999998,ndshi.nov-centr.of.by,,,
way/290571410,Гімназія,Гимназия,Гімназія,,вуліца Луначарскага,11,,52.62598351250001,29.72448675,http://sgymnasia.gomel.by/,+375(2342) 7-03-73,,info@svetgimnazia.by
way/290571411,Сярэдняя школа № 8,Средняя школа № 8,Сярэдняя школа № 8,,вуліца Луначарскага,13,,52.6238242,29.72283268,https://sv8.schools.by/,+375(2342) 2-89-44;+375(2342) 7-04-41,,school8sv@school8sv.by
way/290870190,Пачатковая школа №2,Начальная школа №2,Пачатковая школа №2,,Чырвоная вуліца,3А,,52.888130177777775,30.035273000000004,https://zhlobin2.schools.by/,+375 2334 45052 (директор),,
way/290876461,Сярэдняя школа № 2,Средняя школа № 2,Сярэдняя школа № 2,3-ці мікрараён,,17,,52.8837119,30.033604812500002,https://zlobinsch2.znaj.by/,+375 2334 45746,,
way/290895352,Гімназія № 8,Гимназия № 8,Гімназія № 8,,,,,52.88124905000001,30.045907700000004,,,,
way/291133496,Мышанская сярэдняя школа,Мышанская средняя школа,Мышанская сярэдняя школа,,,,,52.179808200000004,28.96555786666666,,,,
way/291812421,ГУ «СШ №1»,ГУ «СШ №1»,ГУ «СШ №1»,Карэлічы,вуліца Фаменкі,5,231430,53.57196134666666,26.1337377,https://1korelichi.schools.by,+375 1596 72161,,
way/291819593,Сярэдняя школа №49,Средняя школа №49,Сярэдняя школа №49,,,,,53.91952578275861,27.44098323103448,,,,
way/292423923,Расонская сярэдняя школа імя П.М. Машэрава,Россонская средняя школа им. П.М. Машерова,Расонская сярэдняя школа імя П.М. Машэрава,,вуліца Машэрава,2,,55.90221859,28.817598480000004,http://sch.rossoni.edu.by,"+375 (2159) 4-13-41, +375 (2159) 4-24-45",ros-sh@vitebsk.by,ros-sh@vitebsk.by
way/292998176,Музычная школа,Музыкальная школа,Музычная школа,,Школьная вуліца,А1,,52.08724474,27.63280456,,,,
way/293174169,Геранёнская сярэдняя школа,Геранёнская средняя школа,Геранёнская сярэдняя школа,,,,,54.112891571428584,25.576869185714283,https://geran.schools.by,(801595) 69545,,
way/293174272,Ліпнішкаўскі дзіцячы сад – сярэдняя школа,Ліпнішкаўскі дзіцячы сад – сярэдняя школа,Ліпнішкаўскі дзіцячы сад – сярэдняя школа,,,,,54.00281703076924,25.606904915384614,,,,
way/293178173,Геранёнская дзіцячая школа мастацтваў,Геранёнская детская школа искусств,Геранёнская дзіцячая школа мастацтваў,,Школьная вуліца,5,,54.11426544545454,25.578229263636363,https://geran-dshi.by/,(801595) 69544,,geran.dshi@ivie-lib.by
way/293720989,Гімназія №1 імя акадэміка Карскага,Гимназия №1 имени академика Карского,Гімназія №1 імя акадэміка Карскага,Гродна,праспект Янкі Купалы,82,230010,53.65726562,23.851387950000007,https://gymn1.oktobrgrodno.gov.by/,+375152339025,gymn1@oktobrgrodno.gov.by,gymn1@oktobrgrodno.gov.by
way/293964955,Коласаўская сярэдняя школа,Колосовская средняя школа,Коласаўская сярэдняя школа,,,,,53.517482525,26.92941905,https://kolosovo.znaj.by/,,,
way/294007203,Сярэдняя школа №83,Средняя школа №83,Сярэдняя школа №83,,,,,53.877155887499995,27.50441895,,,,
way/294601796,Школа №9,Школа №9,Школа №9,,,,,55.49671781333334,28.770930613333338,,,,
way/294862676,Сярэдняя школа №54,Средняя школа №54,Сярэдняя школа №54,,,,,53.86261525000001,27.562844483333336,,,,
way/295029646,Сярэдняя школа №53,Средняя школа №53,Сярэдняя школа №53,,,,,53.931608327272734,27.586256736363637,http://sch53.minsk.edu.by/,+375 17 3313045;+375 17 3315326,sch53@minsk.edu.by,sch53@minsk.edu.by
way/300883504,Гімназія № 2,Гимназия № 2,Гімназія № 2,,,,,55.192557625,30.193841125,http://gymn2.vitebsk.schools.by/,"+375 (212) 36-45-51, +375 (212) 36-05-53",,vtgimn2@gmail.com
way/301488958,Ракаўская сярэдняя школа,Раковская средняя школа,Ракаўская сярэдняя школа,,,,,53.96420613333333,27.060256913333333,,,,
way/302127988,Гімназія № 1,Гимназия № 1,Гімназія № 1,,,,,54.20696391250001,28.4773082875,,,,
way/303150839,Сярэдняя школа №172,Средняя школа №172,Сярэдняя школа №172,,,,,53.881666181818176,27.665887436363633,,,,
way/304074702,Сякерыцкая Базавая школа,Сякерыцкая Базавая школа,Сякерыцкая Базавая школа,,,,,52.466907260000006,28.9237123,,,,
way/306172948,Путрышкаўская сярэдняя школа імя Ф.Л.Крайніка,Путришковская средняя школа имени Ф.Л.Крайника,Путрышкаўская сярэдняя школа імя Ф.Л.Крайніка,,,,,53.69973541904762,23.94750901904762,https://putrishki.grodruo.by/,+375152474342;+375152474693,putrishki.sch@grodno-region.by,putrishki.sch@grodno-region.by
way/306374305,Гімназія №2,Гимназия №2,Гімназія №2,,,,,53.15832123333334,29.23248869333333,,,,
way/306382653,СШ № 28,СШ № 28,СШ № 28,,Ульянаўская вуліца,51,,53.170777169230774,29.187136092307693,,,,
way/306673319,Раманавіцкая СШ,Романовичская СШ,Раманавіцкая СШ,,Школьная вуліца,23,,52.42599466470589,31.120328370588233,,,,
way/306783538,Сярэдняя школа №1,Средняя школа №1,Сярэдняя школа №1,,,,,54.57226565,30.693336900000002,https://1.dubrovno.schools.by/,+375(2137) 4-10-22,dubrovno1school@mail.ru,dubrovno1school@mail.ru
way/307248290,Сярэдняя школа № 6,Средняя школа № 6,Сярэдняя школа № 6,,,,,53.882293274999995,30.336113125000008,http://www.school6.mogilev.by/,+375(222) 48-10-88,,mogilev_school6@tut.by
way/307248291,Сярэдняя школа № 7,Средняя школа № 7,Сярэдняя школа № 7,,,,,53.8861918,30.412733000000003,http://www.school7.mogilev.by/,+375(222) 42-28-43,,mogilev_school7@tut.by
way/307458351,Школа № 8,Школа № 8,Школа № 8,,,,,52.35699297777778,30.425899999999995,http://8shkola.by/,+375 (2340) 4-30-26,,rechica_shkola8@tut.by
way/307458353,Школа № 6,Школа № 6,Школа № 6,,,,,52.35610033636363,30.407663236363636,http://rechitsa-skool6.ehost.by/,"+375 (2340) 5-53-44, +375 (2340) 5-61-22",,rechica_shkola6@tut.by
way/307469511,Гімназія,Гимназия,Гімназія,,,,,52.36711252,30.408588579999996,http://rchgymn.ehost.by/,"+375 (2340) 2-17-93, +375 (2340) 2-72-13",,rechica_gimnaziya@tut.by
way/307469512,Школа № 10,Школа № 10,Школа № 10,,,,,52.367322290000004,30.41125643,http://10.rechica.schools.by/,"+375 (2340) 2-61-70, +375 (2340) 2-09-70",,rechica_shkola10@tut.by
way/307469513,Школа № 2,Школа № 2,Школа № 2,,,,,52.36349495384615,30.394716538461537,,,,
way/307490438,Школа № 11,Школа № 11,Школа № 11,,,,,52.371459790909086,30.347735427272724,http://11.rechica.schools.by/,+375 (2340) 4-78-30,,rechica_shkola11@tut.by
way/307520517,Дзіцячы сад-сярэдняя школа №1,Детский сад-средняя школа № 1,Дзіцячы сад-сярэдняя школа №1,,,,,52.349696971428564,30.43029907142857,http://upk1.schools.by/,"+375 (2340) 3-86-33, +375 (2340) 3-99-56",,rechica_shkola_upk1@tut.by
way/307929885,Базавая школа №5,Базовая школа №5,Базавая школа №5,,,,,55.49169518333333,28.80098256666666,,,,
way/307929888,Школа №12,Школа №12,Школа №12,,,,,55.49146670909091,28.81827021818182,,,,
way/308022055,Гімназія №1 «Логас»,Гимназия №1 «Логос»,Гімназія №1 «Логас»,,,,,54.496791014285705,26.917774499999997,,,,
way/308065629,Школа №2,Школа №2,Школа №2,,,,,53.68238996,27.12444832,,,,
way/308322340,Школа № 12,Школа № 12,Школа № 12,,,,,54.293451723529415,26.84840058235294,http://12.molod.schools.by/,+375(176) 75-14-77,,school12molod@yandex.by
way/308389854,Мікалаеўшчынская сярэдняя школа імя Якуба Коласа,Мікалаеўшчынская сярэдняя школа імя Якуба Коласа,Мікалаеўшчынская сярэдняя школа імя Якуба Коласа,,,,,53.40317677619049,26.835853223809522,https://nikol.stolbtsy-edu.gov.by/,,,
way/308746074,Школа № 11,Школа № 11,Школа № 11,,,,,54.29920584166667,26.852276066666672,,+375(176) 75-18-60,,school11mol@tut.by
way/308791050,Сярэдняя школа № 39 імя Лебедзева,Средняя школа № 39 имени Лебедева,Сярэдняя школа № 39 імя Лебедзева,,вуліца Агінскага,44А,230017,53.62435794615384,23.80643060769231,https://sch39.oktobrgrodno.gov.by/,+375152672943,sch39@oktobrgrodno.gov.by,sch39@oktobrgrodno.gov.by
way/309276363,Каладзішчанскія сярэдняя школа,Колодищанская средняя школа,Каладзішчанскія сярэдняя школа,,Мінская вуліца,3,,53.95585734444445,27.780410033333332,,,,
way/310637519,Сярэдняя школа №22,Средняя школа №22,Сярэдняя школа №22,,,,,53.886456499999994,27.61377073,,,,
way/310637934,Міжшкольны вучэбна-вытворчы камбінат Завадскога раёну,Межшкольный учебно-производственный комбинат Заводского района,Міжшкольны вучэбна-вытворчы камбінат Завадскога раёну,,вуліца Пляханава,16,220026,53.87132727777777,27.62291458888889,,,,
way/311303581,Школа № 14,Школа № 14,Школа № 14,,,,,54.29551755333332,26.875601613333334,http://sch14.molodechno.edu.by/,+375 176 74-00-18,,sch14mol@uomrik.gov.by
way/312029657,ДУА «Брагінская сярэдняя школа»,ГУО «Брагинская средняя школа»,ДУА «Брагінская сярэдняя школа»,Брагін,Чырвонаармейская вуліца,1,247632,51.778409021052624,30.275560057894733,,,,
way/312493132,Гімназія №37,Гимназия №37,Гімназія №37,,,,,53.88288913684212,27.42669132105263,,+375 17 2599786,,
way/312493133,Сярэдняя школа №175,Средняя школа №175,Сярэдняя школа №175,,,,,53.891347429999996,27.424176160000002,,,,
way/312493134,Сярэдняя школа №217,Средняя школа №217,Сярэдняя школа №217,,,,,53.889840304545444,27.436847886363633,,,,
way/312557132,Гімназія №31,Гимназия №31,Гімназія №31,,,,,53.89690141818182,27.427459,"http://clubtriumph.by/,,,",,,
way/312557333,Сярэдняя школа №23,Средняя школа №23,Сярэдняя школа №23,,,,,53.889632649999996,27.41781382,,,,
way/312558037,Сярэдняя школа №199,Средняя школа №199,Сярэдняя школа №199,,,,,53.883825746153846,27.42108981538461,,,,
way/312558783,Сярэдняя школа №212,Средняя школа №212,Сярэдняя школа №212,,,,,53.88466283636364,27.43389055,,,,
way/312559150,Гімназія №33,Гимназия №33,Гімназія №33,,,,,53.88426985833333,27.44182234166666,http://gymn33.minsk.edu.by/,,,
way/312612005,Суйкаўская базавая школа,Суйковская базовая школа,Суйкаўская базавая школа,,,,,55.23417755384615,30.088961253846154,https://suikovo.schools.by/,+375 212 696710,,shsuikowo@mail.ru
way/312724587,Сярэдняя школа №6,Средняя школа № 6 г. Минска,Сярэдняя школа №6,Мінск,вуліца Янкоўскага,23,220019,53.88061998846154,27.444627330769233,,,,
way/314407304,Чырвонаслабодская сярэдняя школа,Краснослободская средняя школа,Чырвонаслабодская сярэдняя школа,,вуліца Ціхамірава,2,,52.85115746666667,27.169986025,https://krsloboda.edus.by,,,
way/315285238,Мазырскі дзяржаўны абласны ліцэй,Мозырский государственный областной лицей,Мазырскі дзяржаўны абласны ліцэй,,,,,52.044820475,29.250516675,,,,
way/315285241,Школа №5,Школа №5,Школа №5,,,,,52.05857467368421,29.229517121052638,,,,
way/315285242,Школа №12,Школа №12,Школа №12,,,,,52.02811131666667,29.247212299999997,,,,
way/315285243,Сярэдняя школа №14,Средняя школа №14,Сярэдняя школа №14,,,,,52.03354877272728,29.238674381818182,http://mozyrschool14.info/,,,
way/315425400,Каменская сярэдняя школа,Каменская средняя школа,Каменская сярэдняя школа,,,,,51.98486070909091,29.122778918181815,,,,
way/316420476,Сярэдняя школа № 16,Средняя школа № 16,Сярэдняя школа № 16,,,,,52.13264489259259,26.120656618518517,,,,
way/317617345,Школа №1,Школа №1,Школа №1,,,,,54.48845628,26.89621638,,,,
