"code","name","academy","address","email","phone","student_count","public","url"
"0120233N","Ecole primaire publique","Toulouse","LE BOURG, 12420 CANTOIN","ce.0120233N@ac-toulouse.fr","0565664751","12","true","https://www.education.gouv.fr/annuaire/12420/cantoin/ecole/0120233n/ecole-primaire-publique.html"
"0120662E","Ecole primaire publique Sainte-Geneviève-sur-Argence","Toulouse","Avenue du Stade, 12420 ARGENCES EN AUBRAC","ce.0120662E@ac-toulouse.fr","0565664157","81","true","https://www.education.gouv.fr/annuaire/12420/argences-en-aubrac/ecole/0120662e/ecole-primaire-publique-sainte-genevieve-sur-argence.html"
"0120806L","Ecole primaire publique","Toulouse","LE BOURG, 12430 LE TRUEL","ce.0120806L@ac-toulouse.fr","0565465049","26","true","https://www.education.gouv.fr/annuaire/12430/le-truel/ecole/0120806l/ecole-primaire-publique.html"
"0121180T","Ecole primaire publique des pierres brunes","Toulouse","8 rue de l'école, 12430 ALRANCE","ce.0121180T@ac-toulouse.fr","0565464310","35","true","https://www.education.gouv.fr/annuaire/12430/alrance/ecole/0121180t/ecole-primaire-publique-des-pierres-brunes.html"
"0120415L","Ecole primaire publique des Quatre Vents","Toulouse","24 avenue L'estrada Albigesa, 12430 LESTRADE ET THOUELS","ce.0120415L@ac-toulouse.fr","0565465192","35","true","https://www.education.gouv.fr/annuaire/12430/lestrade-et-thouels/ecole/0120415l/ecole-primaire-publique-des-quatre-vents.html"
"0120740P","Ecole primaire publique","Toulouse","4 place de la Mairie, 12440 LA SALVETAT PEYRALES","ce.0120740P@ac-toulouse.fr","0565818652","31","true","https://www.education.gouv.fr/annuaire/12440/la-salvetat-peyrales/ecole/0120740p/ecole-primaire-publique.html"
"0121352E","Ecole élémentaire publique La Nauze Ceignac","Toulouse","CEIGNAC, 12450 CALMONT","ce.0121352E@ac-toulouse.fr","0565714994","35","true","https://www.education.gouv.fr/annuaire/12450/calmont/ecole/0121352e/ecole-elementaire-publique-la-nauze-ceignac.html"
"0120306T","Ecole élémentaire publique Marcel Pagnol","Toulouse","Rue du 11 Novembre, 12450 FLAVIN","ce.0120306T@ac-toulouse.fr","0565719360","88","true","https://www.education.gouv.fr/annuaire/12450/flavin/ecole/0120306t/ecole-elementaire-publique-marcel-pagnol.html"
"0120948R","Ecole primaire privée Saint-Charles","Toulouse","6 rue du Stade, 12450 FLAVIN","ce.0120948R@ac-toulouse.fr","0565719153","112","true","https://www.education.gouv.fr/annuaire/12450/flavin/ecole/0120948r/ecole-primaire-privee-saint-charles.html"
"0120966K","Ecole primaire privée Saint-Jean","Toulouse","16 rue des Ecoliers, 12450 LUC LA PRIMAUBE","ce.0120966K@ac-toulouse.fr","0565714094","108","true","https://www.education.gouv.fr/annuaire/12450/luc-la-primaube/ecole/0120966k/ecole-primaire-privee-saint-jean.html"
"0120218X","Ecole primaire publique La Nauze Magrin","Toulouse","MAGRIN, 12450 CALMONT","ce.0120218X@ac-toulouse.fr","0565694700","58","true","https://www.education.gouv.fr/annuaire/12450/calmont/ecole/0120218x/ecole-primaire-publique-la-nauze-magrin.html"
"0121217H","Ecole primaire publique","Toulouse","Rue Sainte-Emilie de Rodat, 12460 HUPARLAC","ce.0121217H@ac-toulouse.fr","0565443245","19","true","https://www.education.gouv.fr/annuaire/12460/huparlac/ecole/0121217h/ecole-primaire-publique.html"
"0120480G","Ecole primaire publique Ernest et Jeanne Sirvain","Toulouse","Rue Ecoles, 12460 MONTEZIC","ce.0120480G@ac-toulouse.fr","0565448119","29","true","https://www.education.gouv.fr/annuaire/12460/montezic/ecole/0120480g/ecole-primaire-publique-ernest-et-jeanne-sirvain.html"
"0120641G","Ecole primaire publique Lo Picoral","Toulouse","Rue de la Fontaine, 12470 ST CHELY D AUBRAC","ce.0120641G@ac-toulouse.fr","0565516945","23","true","https://www.education.gouv.fr/annuaire/12470/saint-chely-d-aubrac/ecole/0120641g/ecole-primaire-publique-lo-picoral.html"
"0120209M","Ecole primaire publique","Toulouse","Route de Saint-Affrique, 12480 BROQUIES","ce.0120209M@ac-toulouse.fr","0565994146","31","true","https://www.education.gouv.fr/annuaire/12480/broquies/ecole/0120209m/ecole-primaire-publique.html"
"0120833R","Ecole primaire publique","Toulouse","LE BOURG, 12490 VIALA DU TARN","ce.0120833R@ac-toulouse.fr","0565625758","27","true","https://www.education.gouv.fr/annuaire/12490/viala-du-tarn/ecole/0120833r/ecole-primaire-publique.html"
"0121205V","Ecole primaire publique Les Cardabelles","Toulouse","Lotissement Le Cres, 12490 ST ROME DE CERNON","ce.0121205V@ac-toulouse.fr","0565623358","62","true","https://www.education.gouv.fr/annuaire/12490/saint-rome-de-cernon/ecole/0121205v/ecole-primaire-publique-les-cardabelles.html"
"0120482J","Ecole primaire publique Les Hirondelles","Toulouse","LE BOURG, 12490 MONTJAUX","ce.0120482J@ac-toulouse.fr","0565625538","27","true","https://www.education.gouv.fr/annuaire/12490/montjaux/ecole/0120482j/ecole-primaire-publique-les-hirondelles.html"
"0120922M","Ecole élémentaire publique Jean Monnet","Toulouse","Avenue d'Estaing, 12500 ESPALION","ce.0120922M@ac-toulouse.fr","0966860115","157","true","https://www.education.gouv.fr/annuaire/12500/espalion/ecole/0120922m/ecole-elementaire-publique-jean-monnet.html"
"0120289Z","Ecole maternelle publique Anne Frank","Toulouse","22 rue Octave Portal, 12500 ESPALION","ce.0120289Z@ac-toulouse.fr","0565440361","55","true","https://www.education.gouv.fr/annuaire/12500/espalion/ecole/0120289z/ecole-maternelle-publique-anne-frank.html"
"0121084N","Ecole primaire privée Sainte-Marie","Toulouse","1 rue STE MARIE, 12500 ST COME D OLT","ce.0121084N@ac-toulouse.fr","0565482474","54","true","https://www.education.gouv.fr/annuaire/12500/saint-come-d-olt/ecole/0121084n/ecole-primaire-privee-sainte-marie.html"
"0121169F","Ecole primaire publique","Toulouse","Avenue de Piguë, 12500 ST COME D OLT","ce.0121169F@ac-toulouse.fr","0565441778","62","true","https://www.education.gouv.fr/annuaire/12500/saint-come-d-olt/ecole/0121169f/ecole-primaire-publique.html"
"0120250G","Ecole primaire publique Castelnau","Toulouse","LE BOURG, 12500 CASTELNAU DE MANDAILLES","ce.0120250G@ac-toulouse.fr","0565487376","22","true","https://www.education.gouv.fr/annuaire/12500/castelnau-de-mandailles/ecole/0120250g/ecole-primaire-publique-castelnau.html"
"0120402X","Ecole primaire publique Les Petits Tambourniers","Toulouse","LE BOURG, 12500 LASSOUTS","ce.0120402X@ac-toulouse.fr","0565489196","24","true","https://www.education.gouv.fr/annuaire/12500/lassouts/ecole/0120402x/ecole-primaire-publique-les-petits-tambourniers.html"
"0121048Z","Ecole primaire privée Les Grillons","Toulouse","Chemin des Grillons, Cassagnettes, 12510 OLEMPS","ce.0121048Z@ac-toulouse.fr","0565681405","103","true","https://www.education.gouv.fr/annuaire/12510/olemps/ecole/0121048z/ecole-primaire-privee-les-grillons.html"
"0120161K","Ecole primaire publique François Pons","Toulouse","61 impasse du stade BALSAC, 12510 DRUELLE BALSAC","ce.0120161K@ac-toulouse.fr","0565726610","66","true","https://www.education.gouv.fr/annuaire/12510/druelle-balsac/ecole/0120161k/ecole-primaire-publique-francois-pons.html"
"0121407P","Ecole primaire publique Paul Cayla","Toulouse","Allées Paul Cayla, 12510 DRUELLE BALSAC","ce.0121407P@ac-toulouse.fr","0565693407","218","true","https://www.education.gouv.fr/annuaire/12510/druelle-balsac/ecole/0121407p/ecole-primaire-publique-paul-cayla.html"
"0121247R","Ecole primaire publique Pierre Loubière","Toulouse","Centre Urbain, 12510 OLEMPS","ce.0121247R@ac-toulouse.fr","0565688495","214","true","https://www.education.gouv.fr/annuaire/12510/olemps/ecole/0121247r/ecole-primaire-publique-pierre-loubiere.html"
"0120990L","Ecole primaire privée Claude Peyrot","Toulouse","2 rue des Ecoles, 12520 AGUESSAC","ce.0120990L@ac-toulouse.fr","0565598343","39","true","https://www.education.gouv.fr/annuaire/12520/aguessac/ecole/0120990l/ecole-primaire-privee-claude-peyrot.html"
"0120441P","Ecole élémentaire publique","Toulouse","LE BOURG, 12550 MARTRIN","ce.0120441P@ac-toulouse.fr","0565997966","13","true","https://www.education.gouv.fr/annuaire/12550/martrin/ecole/0120441p/ecole-elementaire-publique.html"
"0120689J","Ecole primaire publique","Toulouse","LE BOURG, 12550 ST JUERY","ce.0120689J@ac-toulouse.fr","0565998090","16","true","https://www.education.gouv.fr/annuaire/12550/saint-juery/ecole/0120689j/ecole-primaire-publique.html"
"0121504V","Ecole primaire publique des Vallons","Toulouse","22 avenue Raymond Bel, 12550 COUPIAC","ce.0121504V@ac-toulouse.fr","0565997115","28","true","https://www.education.gouv.fr/annuaire/12550/coupiac/ecole/0121504v/ecole-primaire-publique-des-vallons.html"
"0121122E","Ecole primaire privée Saint-Joseph","Toulouse","LES ESCALARS, 12580 VILLECOMTAL","ce.0121122E@ac-toulouse.fr","0565446354","39","true","https://www.education.gouv.fr/annuaire/12580/villecomtal/ecole/0121122e/ecole-primaire-privee-saint-joseph.html"
"0121146F","Ecole primaire publique","Toulouse","LE BOURG, 12600 TAUSSAC","ce.0121146F@ac-toulouse.fr","0565661614","17","true","https://www.education.gouv.fr/annuaire/12600/taussac/ecole/0121146f/ecole-primaire-publique.html"
"0121138X","Ecole primaire publique","Toulouse","LE BOURG, 12600 BROMMAT","ce.0121138X@ac-toulouse.fr","0565660026","33","true","https://www.education.gouv.fr/annuaire/12600/brommat/ecole/0121138x/ecole-primaire-publique.html"
"0120386E","Ecole primaire publique","Toulouse","Route Murols, 12600 LACROIX BARREZ","ce.0120386E@ac-toulouse.fr","0565661112","44","true","https://www.education.gouv.fr/annuaire/12600/lacroix-barrez/ecole/0120386e/ecole-primaire-publique.html"
"0121223P","Ecole primaire publique Jean Carbonel","Toulouse","LE BOURG, 12600 THERONDELS","ce.0121223P@ac-toulouse.fr","0565661769","21","true","https://www.education.gouv.fr/annuaire/12600/therondels/ecole/0121223p/ecole-primaire-publique-jean-carbonel.html"
"0120252J","Ecole primaire publique","Toulouse","LE BOURG, 12620 CASTELNAU PEGAYROLS","ce.0120252J@ac-toulouse.fr","0565620043","31","true","https://www.education.gouv.fr/annuaire/12620/castelnau-pegayrols/ecole/0120252j/ecole-primaire-publique.html"
"0121277Y","Ecole primaire publique Franck Brinsolaro","Toulouse","LE BOURG, 12620 ST BEAUZELY","ce.0121277Y@ac-toulouse.fr","0565620355","57","true","https://www.education.gouv.fr/annuaire/12620/saint-beauzely/ecole/0121277y/ecole-primaire-publique-franck-brinsolaro.html"
"0121144D","Ecole primaire publique Gages","Toulouse","640 rue des Ecoles, 12630 MONTROZIER","ce.0121144D@ac-toulouse.fr","0565672188","173","true","https://www.education.gouv.fr/annuaire/12630/montrozier/ecole/0121144d/ecole-primaire-publique-gages.html"
"0120123U","Ecole primaire publique La Pradélie","Toulouse","2 place de la citoyenne Sorgue LA PRADELIE, 12630 AGEN D AVEYRON","ce.0120123U@ac-toulouse.fr","0565421369","64","true","https://www.education.gouv.fr/annuaire/12630/agen-d-aveyron/ecole/0120123u/ecole-primaire-publique-la-pradelie.html"
"0120588Z","Ecole primaire publique Marie Rouanet","Toulouse","LE BOURG, 12640 RIVIERE SUR TARN","ce.0120588Z@ac-toulouse.fr","0565598155","100","true","https://www.education.gouv.fr/annuaire/12640/riviere-sur-tarn/ecole/0120588z/ecole-primaire-publique-marie-rouanet.html"
"0120269C","Ecole maternelle publique Beau Soleil","Toulouse","Rue Léon Blum, 12700 CAPDENAC GARE","ce.0120269C@ac-toulouse.fr","0565647523","67","true","https://www.education.gouv.fr/annuaire/12700/capdenac-gare/ecole/0120269c/ecole-maternelle-publique-beau-soleil.html"
"0121171H","Ecole primaire publique Gelles","Toulouse","GELLES, 12700 CAUSSE ET DIEGE","ce.0121171H@ac-toulouse.fr","0565646601","91","true","https://www.education.gouv.fr/annuaire/12700/causse-et-diege/ecole/0121171h/ecole-primaire-publique-gelles.html"
"0120784M","Ecole primaire publique Lieucamp","Toulouse","LIEUCAMP, 12700 SONNAC","ce.0120784M@ac-toulouse.fr","0565808080","53","true","https://www.education.gouv.fr/annuaire/12700/sonnac/ecole/0120784m/ecole-primaire-publique-lieucamp.html"
"0121403K","Ecole primaire publique Pierre Riols","Toulouse","5 avenue Albert Thomas, 12700 CAPDENAC GARE","ce.0121403K@ac-toulouse.fr","0565647543","209","true","https://www.education.gouv.fr/annuaire/12700/capdenac-gare/ecole/0121403k/ecole-primaire-publique-pierre-riols.html"
"0120826H","Ecole primaire publique","Toulouse","LE BOURG, 12720 VEYREAU","ce.0120826H@ac-toulouse.fr","0565628018","11","true","https://www.education.gouv.fr/annuaire/12720/veyreau/ecole/0120826h/ecole-primaire-publique.html"
"0120420S","Ecole primaire publique Lioujas","Toulouse","LES CASTELETS LIOUJAS, 12740 LA LOUBIERE","ce.0120420S@ac-toulouse.fr","0565749198","119","true","https://www.education.gouv.fr/annuaire/12740/la-loubiere/ecole/0120420s/ecole-primaire-publique-lioujas.html"
"0120749Z","Ecole élémentaire publique Le Bourg","Toulouse","Place des Arcades, 12800 SAUVETERRE DE ROUERGUE","ce.0120749Z@ac-toulouse.fr","0565720991","19","true","https://www.education.gouv.fr/annuaire/12800/sauveterre-de-rouergue/ecole/0120749z/ecole-elementaire-publique-le-bourg.html"
"0120224D","Ecole primaire publique","Toulouse","LA CROIX-ROUGE, 12800 CAMJAC","ce.0120224D@ac-toulouse.fr","0565722023","54","true","https://www.education.gouv.fr/annuaire/12800/camjac/ecole/0120224d/ecole-primaire-publique.html"
"0120912B","Ecole primaire publique Jules Ferry","Toulouse","13 avenue de l'Etang, 12800 NAUCELLE","ce.0120912B@ac-toulouse.fr","0565470406","123","true","https://www.education.gouv.fr/annuaire/12800/naucelle/ecole/0120912b/ecole-primaire-publique-jules-ferry.html"
"0120790U","Ecole primaire publique Saint-Martial","Toulouse","SAINT-MARTIAL, 12800 TAURIAC DE NAUCELLE","ce.0120790U@ac-toulouse.fr","0565720543","15","true","https://www.education.gouv.fr/annuaire/12800/tauriac-de-naucelle/ecole/0120790u/ecole-primaire-publique-saint-martial.html"
"0121248S","Ecole élémentaire publique Les Genêts","Toulouse","Rue des Genêts, 12850 ONET LE CHATEAU","ce.0121248S@ac-toulouse.fr","0565672006","98","true","https://www.education.gouv.fr/annuaire/12850/onet-le-chateau/ecole/0121248s/ecole-elementaire-publique-les-genets.html"
"0121197L","Ecole maternelle publique Les Narcisses","Toulouse","10 RUE DES NARCISSES 4 SAISONS, 12850 ONET LE CHATEAU","ce.0121197L@ac-toulouse.fr","0565670323","167","true","https://www.education.gouv.fr/annuaire/12850/onet-le-chateau/ecole/0121197l/ecole-maternelle-publique-les-narcisses.html"
"0120702Y","Ecole primaire publique Charles Cayla","Toulouse","Place de la Mairie, 12850 STE RADEGONDE","ce.0120702Y@ac-toulouse.fr","0565424648","169","true","https://www.education.gouv.fr/annuaire/12850/sainte-radegonde/ecole/0120702y/ecole-primaire-publique-charles-cayla.html"
"0121196K","JEAN LAROCHE","Toulouse","30 boulevard des Capucines, 12850 ONET LE CHATEAU","ce.0121196K@ac-toulouse.fr","0565698436","144","true","https://www.education.gouv.fr/annuaire/12850/onet-le-chateau/ecole/0121196k/jean-laroche.html"
"0130555H","Ecole élémentaire Convalescents","Aix-Marseille","13 rue Convalescents, 13001 MARSEILLE","ce.0130555H@ac-aix-marseille.fr","0491910693","231","true","https://www.education.gouv.fr/annuaire/13001/marseille-1er-arrondissement/ecole/0130555h/ecole-elementaire-convalescents.html"
"0133655C","Ecole élémentaire Maurice Korsec","Aix-Marseille","2 rue Maurice Korsec, 13001 MARSEILLE","ce.0133655C@ac-aix-marseille.fr","0491901576","248","true","https://www.education.gouv.fr/annuaire/13001/marseille-1er-arrondissement/ecole/0133655c/ecole-elementaire-maurice-korsec.html"
"0130834L","Ecole maternelle d'application Consolat-Abeilles","Aix-Marseille","160 rue Consolat, 13001 MARSEILLE","ce.0130834L@ac-aix-marseille.fr","0491085403","128","true","https://www.education.gouv.fr/annuaire/13001/marseille-1er-arrondissement/ecole/0130834l/ecole-maternelle-d-application-consolat-abeilles.html"
"0130880L","Ecole maternelle Hôtel des Postes","Aix-Marseille","2 place de l'Hôtel des Postes, 13001 MARSEILLE","ce.0130880L@ac-aix-marseille.fr","0491907432","105","true","https://www.education.gouv.fr/annuaire/13001/marseille-1er-arrondissement/ecole/0130880l/ecole-maternelle-hotel-des-postes.html"
"0130890X","Ecole maternelle Parmentier","Aix-Marseille","7 rue Parmentier, 13001 MARSEILLE","ce.0130890X@ac-aix-marseille.fr","0491911423","257","true","https://www.education.gouv.fr/annuaire/13001/marseille-1er-arrondissement/ecole/0130890x/ecole-maternelle-parmentier.html"
"0134273Z","Ecole primaire Chanterelle","Aix-Marseille","33 rue Commandant Mages, 13001 MARSEILLE","ce.0134273Z@ac-aix-marseille.fr","0413948003","167","true","https://www.education.gouv.fr/annuaire/13001/marseille-1er-arrondissement/ecole/0134273z/ecole-primaire-chanterelle.html"
"0131800L","Ecole primaire privée Notre-Dame Saint Théodore","Aix-Marseille","46 rue des Dominicaines, 13001 MARSEILLE","ce.0131800L@ac-aix-marseille.fr","0491901090","180","true","https://www.education.gouv.fr/annuaire/13001/marseille-1er-arrondissement/ecole/0131800l/ecole-primaire-privee-notre-dame-saint-theodore.html"
"0132080R","Ecole primaire privée Sacré-Coeur","Aix-Marseille","22 rue Barthélémy, 13001 MARSEILLE","ce.0132080R@ac-aix-marseille.fr","0491480592","234","true","https://www.education.gouv.fr/annuaire/13001/marseille-1er-arrondissement/ecole/0132080r/ecole-primaire-privee-sacre-coeur.html"
"0133998A","école élémentaire chevalier paul","Aix-Marseille","74 rue Chevalier Paul, 13002 MARSEILLE","ce.0133998A@ac-aix-marseille.fr","0491934751","150","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0133998a/ecole-elementaire-chevalier-paul.html"
"0130753Y","Ecole élémentaire d'application des Accoules","Aix-Marseille","27 montée des Accoules, 13002 MARSEILLE","ce.0130753Y@ac-aix-marseille.fr","0491906651","133","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0130753y/ecole-elementaire-d-application-des-accoules.html"
"0130569Y","Ecole élémentaire François Moisson","Aix-Marseille","17 rue François Moisson, 13002 MARSEILLE","ce.0130569Y@ac-aix-marseille.fr","0491910254","422","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0130569y/ecole-elementaire-francois-moisson.html"
"0134231D","Ecole élémentaire Madrague Ville Oddo","Aix-Marseille","141 chemin de la Madrague Ville, 13002 MARSEILLE","ce.0134231D@ac-aix-marseille.fr","0491580071","182","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0134231d/ecole-elementaire-madrague-ville-oddo.html"
"0130867X","Ecole maternelle des Dames","Aix-Marseille","6 place du Terras, 13002 MARSEILLE","ce.0130867X@ac-aix-marseille.fr","0491915539","109","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0130867x/ecole-maternelle-des-dames.html"
"0130872C","Ecole maternelle de l'Evêché","Aix-Marseille","41 rue de l'Evêché, 13002 MARSEILLE","ce.0130872C@ac-aix-marseille.fr","0491904648","147","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0130872c/ecole-maternelle-de-l-eveche.html"
"0133819F","ECOLE MATERNELLE DESIREE CLARY","Aix-Marseille","24 rue Desirée Clary, 13002 MARSEILLE","ce.0133819F@ac-aix-marseille.fr","0491316649","180","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0133819f/ecole-maternelle-desiree-clary.html"
"0133898S","Ecole maternelle François Moisson République","Aix-Marseille","26 rue François Moisson, 13002 MARSEILLE","ce.0133898S@ac-aix-marseille.fr","0491527773","79","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0133898s/ecole-maternelle-francois-moisson-republique.html"
"0133355B","Ecole maternelle Montolieu","Aix-Marseille","10 rue Montolieu, 13002 MARSEILLE","ce.0133355B@ac-aix-marseille.fr","0491562404","117","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0133355b/ecole-maternelle-montolieu.html"
"0130896D","Ecole maternelle Moulins","Aix-Marseille","1 RUE DES MUETTES, 13002 MARSEILLE","ce.0130896D@ac-aix-marseille.fr","0491912025","93","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0130896d/ecole-maternelle-moulins.html"
"0130957V","Ecole maternelle Vincent Leblanc","Aix-Marseille","36 rue Vincent Leblanc, 13002 MARSEILLE","ce.0130957V@ac-aix-marseille.fr","0491916372","92","true","https://www.education.gouv.fr/annuaire/13002/marseille-2e-arrondissement/ecole/0130957v/ecole-maternelle-vincent-leblanc.html"
"0130527C","Ecole élémentaire Bernard Cadenat","Aix-Marseille","3 place Bernard Cadenat, 13003 MARSEILLE","ce.0130527C@ac-aix-marseille.fr","0491503738","388","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130527c/ecole-elementaire-bernard-cadenat.html"
"0130630P","Ecole élémentaire d'application Saint Charles 1","Aix-Marseille","49 rue Lucien Rolmer, 13003 MARSEILLE","ce.0130630P@ac-aix-marseille.fr","0491502486","127","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130630p/ecole-elementaire-d-application-saint-charles-1.html"
"0130595B","Ecole élémentaire National","Aix-Marseille","179 boulevard National, 13003 MARSEILLE","ce.0130595B@ac-aix-marseille.fr","0491505484","395","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130595b/ecole-elementaire-national.html"
"0131537A","Ecole élémentaire Peyssonnel 1","Aix-Marseille","22 rue Peyssonnel, 13003 MARSEILLE","ce.0131537A@ac-aix-marseille.fr","0491503762","239","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0131537a/ecole-elementaire-peyssonnel-1.html"
"0131538B","Ecole élémentaire Peyssonnel 2","Aix-Marseille","26 rue Peyssonnel, 13003 MARSEILLE","ce.0131538B@ac-aix-marseille.fr","0491507623","237","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0131538b/ecole-elementaire-peyssonnel-2.html"
"0130788L","Ecole élémentaire Saint Charles 2","Aix-Marseille","36 rue du 141ème RIA, 13003 MARSEILLE","ce.0130788L@ac-aix-marseille.fr","0491503953","209","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130788l/ecole-elementaire-saint-charles-2.html"
"0130844X","Ecole maternelle Belle de Mai","Aix-Marseille","2 rue Docteur Léon Perrin, 13003 MARSEILLE","ce.0130844X@ac-aix-marseille.fr","0491621713","147","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130844x/ecole-maternelle-belle-de-mai.html"
"0130868Y","Ecole maternelle d'application Edouard Vaillant","Aix-Marseille","19 impasse Léo Ferré, 13003 MARSEILLE","ce.0130868Y@ac-aix-marseille.fr","0491025733","192","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130868y/ecole-maternelle-d-application-edouard-vaillant.html"
"0130836N","Ecole maternelle Parc Bellevue","Aix-Marseille","143 rue Félix Pyat, 13003 MARSEILLE","ce.0130836N@ac-aix-marseille.fr","0491582682","140","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130836n/ecole-maternelle-parc-bellevue.html"
"0130923H","Ecole maternelle Peyssonnel","Aix-Marseille","16 rue Peyssonnel, 13003 MARSEILLE","ce.0130923H@ac-aix-marseille.fr","0491507712","188","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130923h/ecole-maternelle-peyssonnel.html"
"0130845Y","Ecole maternelle Révolution","Aix-Marseille","45 rue Edouard Vaillant, 13003 MARSEILLE","ce.0130845Y@ac-aix-marseille.fr","0491025768","257","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130845y/ecole-maternelle-revolution.html"
"0130929P","Ecole maternelle Saint-Charles","Aix-Marseille","49 rue Lucien Rolmer, 13003 MARSEILLE","ce.0130929P@ac-aix-marseille.fr","0491624887","120","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130929p/ecole-maternelle-saint-charles.html"
"0130951N","Ecole maternelle Strasbourg","Aix-Marseille","26 rue du Sud, 13003 MARSEILLE","ce.0130951N@ac-aix-marseille.fr","0491507205","155","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0130951n/ecole-maternelle-strasbourg.html"
"0133039H","Ecole maternelle Villette Fonscolombe","Aix-Marseille","7 rue André Chamson, 13003 MARSEILLE","ce.0133039H@ac-aix-marseille.fr","0491503860","171","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0133039h/ecole-maternelle-villette-fonscolombe.html"
"jeannedarc","Ecole primaire privée externat st françois d'assise","Aix-Marseille","8 boulevard Boyer, 13003 MARSEILLE","secretariat.jeannedarc@gmail.com","0491642154","216","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0131809w/ecole-primaire-privee-externat-st-francois-d-assise.html"
"0131810X","Ecole primaire privée Saint Mauront","Aix-Marseille","5 rue des Industrieux, 13003 MARSEILLE","ce.0131810X@ac-aix-marseille.fr","0491625907","274","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0131810x/ecole-primaire-privee-saint-mauront.html"
"0133936H","école primaire robert schuman","Aix-Marseille","128 rue PEYSSONNEL SITE EUROMEDITERRANEE, 13003 MARSEILLE","ce.0133936H@ac-aix-marseille.fr","0964449480","255","true","https://www.education.gouv.fr/annuaire/13003/marseille-3e-arrondissement/ecole/0133936h/ecole-primaire-robert-schuman.html"
"0130531G","Ecole élémentaire Boisson","Aix-Marseille","127 boulevard Boisson, 13004 MARSEILLE","ce.0130531G@ac-aix-marseille.fr","0491347391","148","true","https://www.education.gouv.fr/annuaire/13004/marseille-4e-arrondissement/ecole/0130531g/ecole-elementaire-boisson.html"
"0130705W","Ecole élémentaire Botinelly","Aix-Marseille","23 bis boulevard Louis Botinelly, 13004 MARSEILLE","ce.0130705W@ac-aix-marseille.fr","0491494916","145","true","https://www.education.gouv.fr/annuaire/13004/marseille-4e-arrondissement/ecole/0130705w/ecole-elementaire-botinelly.html"
"0130702T","Ecole élémentaire Chartreux","Aix-Marseille","117 avenue des Chartreux, 13004 MARSEILLE","ce.0130702T@ac-aix-marseille.fr","0491505765","197","true","https://www.education.gouv.fr/annuaire/13004/marseille-4e-arrondissement/ecole/0130702t/ecole-elementaire-chartreux.html"
"0130557K","Ecole élémentaire Dahdah","Aix-Marseille","15 boulevard Dahdah, 13004 MARSEILLE","ce.0130557K@ac-aix-marseille.fr","0491059000","252","true","https://www.education.gouv.fr/annuaire/13004/marseille-4e-arrondissement/ecole/0130557k/ecole-elementaire-dahdah.html"
"0130567W","Ecole élémentaire La Feuilleraie","Aix-Marseille","87 boulevard de Roux, 13004 MARSEILLE","ce.0130567W@ac-aix-marseille.fr","0491496604","280","true","https://www.education.gouv.fr/annuaire/13004/marseille-4e-arrondissement/ecole/0130567w/ecole-elementaire-la-feuilleraie.html"
"0130578H","Ecole élémentaire Leverrier","Aix-Marseille","6 place Leverrier, 13004 MARSEILLE","ce.0130578H@ac-aix-marseille.fr","0491507926","296","true","https://www.education.gouv.fr/annuaire/13004/marseille-4e-arrondissement/ecole/0130578h/ecole-elementaire-leverrier.html"
