code,name,region,address,email,phone,student_count,public,url
130789098,3ο Δημοτικό Σχολείο Αθηνών,Attica,"Εμπεδοκλέους, Αθήνα, 11636",,+302107013113,,True,
132129231,1ο Δημοτικό Σχολείο Θεσσαλονίκης,Central Macedonia,Kalamaria,,,,True,
132153979,9ο Δημοτικό Σχολείο Βύρωνα,Attica,Ilioupoli,,,,True,
132222379,12ο Δημοτικό Σχολείο Ηλιούπολης,Attica,Ilioupoli,,,,True,
132468464,11ο Δημοτικό Σχολείο Ηλιούπολης,Attica,Ilioupoli,,,,True,
134398011,3ο Δημοτικό Σχολείο Αγίων Αναργύρων,Attica,Agioi Anargyroi,,,,True,
134428317,61ο & 57ο Δημοτικά Σχολεία Αθηνών,Attica,Athens,,,,True,
137079792,16ο Δημοτικό Σχολείο Σταυρούπολης,Central Macedonia,"Χρυσοστόμου Σμύρνης, Σταυρούπολη, 56430",,,,True,
141762907,2ο Δημοτικό Σχολείο Σταυρούπολης,Central Macedonia,Σταυρούπολη,,,,True,
142896873,1ο Δημοτικό Σχολείο Νέου Ψυχικού,Attica,Neo Psychiko,,,,True,
142896874,2ο Δημοτικό Σχολείο Νέου Ψυχικού,Attica,Neo Psychiko,,,,True,
150616200,2ο / 4ο Δημοτικό Σχολείο,Attica,"Lavrio, 19500",,,,True,
150618868,1ο Δημοτικό Σχολείο Λαυρίου,Attica,Lavrio,,,,True,
150618996,3ο Δημοτικό Σχολείο Λαυρίου,Attica,"Lavrio, 19500",,,,True,
151708082,26ο Δημοτικό Σχολείο Πειραιά,Attica,Piraeus,,,,True,
151711489,33ο Δημοτικό Σχολείο Πειραιά,Attica,Piraeus,,,,True,
152299833,54ο Δημοτικό Σχολείο Πειραιά,Attica,Piraeus,,,,True,
153071305,56ο Δημοτικό Σχολείο Πατρών,West Greece,Patra,,,,True,
155941581,11o Δημοτικό Σχολείο Κερατσινίου,Attica,"Διογένους;Χιλής, Drapetsona",,,,True,
155953545,4o Ολοήμερο Δημοτικό Σχολείο Κερατσινίου,Attica,Drapetsona,,,,True,
155955389,8ο και 17ο Δημοτικά Σχολεία Κερατσινίου,Attica,Keratsini,,,,True,
157964578,1ο Δημοτικό Σχολείο Νέου Φαλήρου,Attica,"Σμολένσκυ, Πειραιάς, 18547",,+30 21 0482 4188,,True,
158023761,Δημοτικό Σχολείο Μάνης,East Macedonia and Thrace,Lagos,,,,True,
158040273,5o & 22o Δημοτικό Σχολείο Καλλιθέας,Attica,Kallithea,,,,True,
158177119,6ο Δημοτικό Σχολείο Φλώρινας,West Macedonia,Φλώρινα,,,,True,
158246374,5ο Δημοτικό Σχολείο,West Macedonia,Florina,,,,True,
158321857,Δημοτικό Σχολείο Μαρίνας,West Macedonia,Pappagiannis,,,,True,
158405361,2ο Δημοτικό Σχολείο Κιλκίς,Central Macedonia,Kilkis,,,,True,
158803870,3ο Δημοτικό Σχολείο Κιλκίς,Central Macedonia,Kilkis,,,,True,
158803871,4ο Δημοτικό Σχολείο Κιλκίς,Central Macedonia,Kilkis,,,,True,
160717876,9ο Δημοτικό Σχολείο Κατερίνης,Central Macedonia,"Λουκιανού, Κατερίνη, 601 32",,,,True,
160843928,"7ο Δημοτικό Σχολείο Κιλκίς ""Γεώργιος Σεφέρης""",Central Macedonia,Kilkis,,,,True,
160894220,6ο Δημοτικό Σχολείο Κατερίνης,Central Macedonia,"28ης Οκτωβρίου, Κατερίνη, 601 34",,,,True,
160894770,3ο Δημοτικό Σχολείο Κατερίνης,Central Macedonia,"Μαραθώνος, Κατερίνη, 601 32",,,,True,
161806527,1ο Δημοτικό Σχολείο Αγίου Παύλου,Central Macedonia,"Λεωφ. Όχι, Θεσσαλονίκη, 55438",,,,True,http://blogs.sch.gr/agiospaulos/
162138666,8ο Δημοτικό Σχολείο Νεάπολης,Central Macedonia,Sykies,,,,True,
162154232,3o Δημοτικό Σχολείο / Διθέσιο Νηπιαγωγείο,Central Macedonia,Sykies,,,,True,
162264280,27ο Δημοτικό Σχολείο,Central Macedonia,"Καισαρείας, Θεσσαλονίκη, 54454",,,,True,
162355186,3ο Δημοτικό Σχολείο,East Macedonia and Thrace,Komotini,,,,True,
162359583,10ο Δημοτικό Σχολείο,East Macedonia and Thrace,Komotini,,,,True,
162360005,13ο Δημοτικό Σχολείο Κομοτηνής,East Macedonia and Thrace,Komotini,,,,True,
162375936,Δημοτικό Σχολείο Γουβών,Crete,Gouvai,,,,True,
163810568,11ο Δημοτικό Σχολείο,East Macedonia and Thrace,Komotini,,,,True,
164214939,8ο Δημοτικό Σχολείο Κομοτηνής,East Macedonia and Thrace,Komotini,,,,True,
164215259,2ο Δημοτικό Σχολείο,East Macedonia and Thrace,Komotini,,,,True,
164215260,7ο Δημοτικό Σχολείο,East Macedonia and Thrace,Komotini,,,,True,
164216503,1ο Δημοτικό Αγ. Παρασκευής & 1ο Νηπιαγωγείο Αγ. Παρασκευής,Attica,"Αγίου Ιωάννου, Αγία Παρασκευή",,,,True,
164854342,Πειραματικό Δημοτικό Σχολείο,East Macedonia and Thrace,Αλεξανδρούπολη,,,,True,
165468342,16ο Δημοτικό Σχολείο Πάτρας,West Greece,"Κωστή Παλαμά, Πάτρα, 26442",,,,True,https://16dim-patras.ach.sch.gr/
165713339,26ο Δημοτικό Σχολείο Πατρών,West Greece,Patra,,,,True,
165745711,3ο & 13ο Δημοτικό Σχολείο Νέας Σμύρνης,Attica,"Αρτάκης, Νέα Σμύρνη, 17124",,,,True,
167035794,2ο & 7ο Δημοτικά Σχολεία Αλίμου,Attica,Agios Dimitrios,,,,True,
168345894,Δημοτικό Σχολείο Δεμένικων,West Greece,Ovria,,,,True,
168350124,61ο Δημοτικό Σχολείο Πατρών,West Greece,Patra,,,,True,
168357272,60ο Δημοτικό Σχολείο & 42ο -57ο Νηπιαγωγεία Πατρών,West Greece,Patra,,,,True,
168524550,Δημοτικό Σχολείο Ορμύλιας,Central Macedonia,"Εθνικης Αντιστασεως, Ορμύλια, 63071",,,,True,
169262132,25ο Δημοτικό,Thessaly,Larisa,,,,True,
169262149,25ο Δημοτικό Λάρισας,Thessaly,Larisa,,,,True,
169540988,3ο Δημοτικό,Attica,Voula,,,,True,
169658542,"7ο Δημοτικό, 12ο Δημοτικό, 16ο Δημοτικό Ζωγράφου",Attica,Kaisariani,,,,True,
170301446,11ο Δημοτικό Σχολείο Αργυρούπολης,Attica,"Ηλεκτρουπόλεως, Αργυρούπολη, 16452",,+302109919563,,True,http://11dim-argyr.att.sch.gr
170301448,3ο Δημοτικό Σχολείο Ελληνικού,Attica,"Βοσπόρου, Ελληνικό, 16777",,,,True,
170475683,50ό Δημοτικό Σχολείο Πάτρας,West Greece,Patra,,,,True,
174537417,3ο Δημοτικό Σχολείο Σταυρούπολης «Μίκης Θεοδωράκης»»,Central Macedonia,"Ναυαρίνου, Σταυρούπολη Θεσσαλονίκη, 56430",,,,True,https://3dsstavroupolis.blogspot.com/
174547348,2ο Δημοτικό Σχολείο Ευκαρπίας,Central Macedonia,Efkarpia,,,,True,
174683926,1ο Δημοτικό Σχολείο Σταυρούπολης,Central Macedonia,"Γρηγορίου Λαμπράκη, Σταυρούπολη, 564 29",,,,True,
176013118,13ο Δημοτικό Σχολείο Πολίχνης,Central Macedonia,"Φιλίππου, Πολίχνη, Θεσσαλονίκη, 56533",,,,True,
176013125,14ο Δημοτικό Σχολείο Πολίχνης,Central Macedonia,Polichni,,,,True,
176033835,1ο και 10ο Δημοτικό Σχολείο,Central Macedonia,Polichni,,,,True,
176278760,"5ο, 8ο & 20ο Δημοτικό Σχολείο Ευόσμου",Central Macedonia,"17ης Νοεμβρίου, Εύοσμος, Θεσσαλονίκη, 56224",,,,True,
176290246,2ο Γυμνάσιο-Λύκειο 3ο-5ο Δημοτικό,Central Macedonia,Menemeni,,,,True,
176298112,9ο Δημοτικό Σχολείο Σταυρούπολης,Central Macedonia,Stavroupoli,,,,True,
176301086,7ο Δημοτικό Σχολείο,Central Macedonia,Stavroupoli,,,,True,
176303132,10ο και 17ο Δημοτικό Σχολείο Σταυρούπολης,Central Macedonia,Stavroupoli,,,,True,
176303136,10ο και 17ο Δημοτικά Σχολεία,Central Macedonia,Stavroupoli,,,,True,
176305894,19ο Δημοτικό Σχολείο Ευόσμου,Central Macedonia,"Νίκου Καζαντζάκη, Εύοσμος, Θεσσαλονίκη, 56224",,,,True,
176305906,24ο Δημοτικό Σχολείο Ευόσμου,Central Macedonia,"Γοργοποτάμου, Εύοσμος, Θεσσαλονίκη, 56224",,,,True,
176324552,2ο & 18ο Δημοτικό Σχολείο Ευόσμου,Central Macedonia,Evosmos,,,,True,
176505218,18ο Δημοτικό Σχολείο & 58ο Νηπιαγωγείο Πατρών,West Greece,Patra,,,,True,
176618289,3ο & 5ο Δημοτικό Σχολείο Νεάπολης,Central Macedonia,Ampelokipoi,,,,True,
176786837,8o-9ο Δημοτικό Σχολείο Πατρών,West Greece,Patra,,,,True,
177386877,9ο & 12ο Δημοτικό Σχολείο Εύοσμου,Central Macedonia,Ampelokipoi,,,,True,
177386879,3ο Δημοτικό Σχολείο Ειδικής Αγωγής Ευόσμου,Central Macedonia,Evosmos,,,,True,
178145099,1ο Δημοτικό Σχολείο Αμπελοκήπων,Central Macedonia,"Ελευθερίου Βενιζέλου, Ampelokipoi",,,,True,
178145100,2ο και 12ο Δημοτικά Σχολεία Αμπελοκήπων,Central Macedonia,Ampelokipoi,,,,True,
178152662,67ο Δημοτικό Σχολείο Θεσσαλονίκης,Central Macedonia,"Διδασκαλίσσης Βασιλικής Παπαθανασίου, Thessaloniki, 54629",,,,True,
179699947,3ο Δημοτικό Σχολείο Ευόσμου (Πρότυπο Πειραματικό),Central Macedonia,Evosmos,,,,True,
180478863,11ο Δημοτικό Σχολείο Ευόσμου,Central Macedonia,Stavroupoli,,,,True,
180794606,Δημοτικό Σχολείο Ξεχασμένης,Central Macedonia,Kouloura,,,,True,
182032308,42ο Δημοτικό Σχολείο,Thessaly,Larisa,,,,True,
182710389,1ο Δημοτικό Σχολείο Διαβατών,Central Macedonia,"Δημητρίου Κομνηνού, Διαβατά, 57008",,+30 2310781751,,True,
182710391,3ο Δημοτικό Σχολείο Διαβατών,Central Macedonia,"Κωνσταντίνου Κανάρη, Διαβατά, 57008",,+30 2310781124,,True,http://3dim-diavat.thess.sch.gr
185850864,3ο Δημοτικό Σχολείο Δράμας,East Macedonia and Thrace,Drama,,,,True,
186931278,4ο Δημοτικό Ιεράπετρας,Crete,Ierapetra,,,,True,
186931282,3ο Δημοτικό σχολείο,Crete,Ierapetra,,,,True,
188249229,1ο Δημοτικό Σχολείο Αχαρνών,Attica,Acharnes,,,,True,
188249231,5ο Δημοτικό Σχολείο Αχαρνών,Attica,Acharnes,,,,True,
188262217,5ος Δημοτικός Παιδικός Σταθμός Αχαρνών,Attica,Acharnes,,,,True,
189112583,25ο Δημοτικό Σχολείο,West Greece,Patra,,,,True,
189112596,17ο Δημοτικό Σχολείο Πατρών,West Greece,Patra,,,,True,
191099364,8ο Δημοτικό Σχολείο Γλυφάδας,Attica,Glyfada,,,,True,
191429400,7ο Δημοτικό Σχολείο & 9ο Νηπιαγωγείο Γλυφάδας,Attica,Argyroupoli,,,,True,
195258269,8ο & 18ο Δημοτικό Σχολείο Θεσσαλονίκης,Central Macedonia,"Ορέστου, Triandria",,,,True,
195758505,12ο & 6ο Δημοτικό Σχολείο Αχαρνών,Attica,Acharnes,,,,True,
195979850,8ο Δημοτικό Σχολείο Μεγάρων,Attica,Megara,,,,True,
198655655,"2ο Δημοτικό, 14ο Δημοτικό Ζωγράφου",Attica,"Ευνομίας, Ζωγράφος, 15773",mail@2dim-zograf.att.sch.gr,+30 210 7773745,,True,https://2dim-zograf.att.sch.gr/contact.html
198721436,Δημοτικό Σχολείο Περίστασης,Central Macedonia,"Μακεδονίας, Περίσταση, 601 50",,,,True,
202375968,5o Δημοτικό Σχολείο,Epirus,Preveza,,,,True,
202526333,7ο Δημοτικό Σχολείο Αμαρουσίου,Attica,Filothei,,,,True,
202627894,28ο Δημοτικό Σχολείο Πειραιά,Attica,"Σανταρόζα, Πειραιάς, 18534",,,,True,
203182533,Δημοτικό Σχολείο Φιλοθέης,Attica,Filothei,,,,True,
203447169,21ο Δημοτικό Σχολείο Πειραιά,Attica,"Λουκά Ράλλη, Πειραιάς, 18534",,,,True,
204959333,94ο Δημοτικό Σχολείο Θεσσαλονίκης,Central Macedonia,Kalamaria,,,,True,
207635424,8ο Δημοτικό Σχολείο Κατερίνης,Central Macedonia,"Στρατηγού Ρόκα, Κατερίνη, 601 34",,,,True,
208557819,"3ο Δημοτικό, 5ο Δημοτικό",Epirus,Arta,,,,True,
208649867,Δημοτικό Σχολείο Άνω Σύρου,South Aegean,Ano Syros,,,,True,
208784452,2ο Δημοτικό,Epirus,Arta,,,,True,
208784453,4ο Δημοτικό,Epirus,Arta,,,,True,
209693903,6ο & 13ο Δημοτικά Σχολεία Νέας Ιωνίας,Attica,Nea Ionia,,,,True,
210103174,67ο Δημοτικό Σχολείο Αθηνών,Attica,Athens,,,,True,
210458932,15ο Ολοήμερο Δημοτικό Σχολείο Κερατσινίου,Attica,"Ρήγα Φεραίου & Λεωφόρος Σαλαμίνος, Κερατσίνι, 18757",,,,True,
210525708,7ο Ολοήμερο Δημοτικό Σχολείο Κερατσινίου,Attica,"Καισαρείας & Κουντουριώτου, Κερατσίνι, 18756",,,,True,
210592125,11ο & 15ο Δημοτικά Σχολεία Νέας Ιωνίας,Attica,Nea Ionia,,,,True,
210662385,23o Δημοτικό Σχολείο Κερατσινίου,Attica,"Λεωφόρος Σχιστού, Κερατσίνι, 18758",,,,True,
210662387,3ο Ολοήμερο Δημοτικό Σχολείο Κερατσινίου,Attica,"Ypsilantou & Periandrou, Κερατσίνι, 18758",,,,True,
210664310,9ο Ολοήμερο Δημοτικό Σχολείο Κερατσινίου,Attica,"Αϊνστάιν & Βηλαρά, Κερατσίνι, 18757",,,,True,
211110374,14ο & 19ο Δημοτικά Σχολεία Κερατσινίου,Attica,"Δεμερτζή, Κερατσίνι, 18757",,,,True,
211110375,18ο Ολοήμερο & 24ο Δημοτικά Σχολεία Κερατσινίου,Attica,"Σήστου & Θεόφιλου Καϊρη, Κερατσίνι, 18758",,,,True,
211110377,5o Ολοήμερο και 22ο Δημοτικά Σχολεία Κερατσινίου,Attica,"Ταϋγέτου & Εμμανουήλ Μπενάκη, Κερατσίνι, 18757",,,,True,
211113096,Δημοτικό σχολείο Δομνιανών,Central Greece,Karpenisi,,,,True,
211119689,1ο Ολοήμερο και 2ο Δημοτικά Σχολεία Κερατσινίου,Attica,"Σμύρνης & Ζάππα, Κερατσίνι, 18756",,,,True,
212733774,5ο Δημοτικό Σχολείο Χαϊδαρίου,Attica,Chaidari,,,,True,
212853934,3ο & 7ο Δημοτικό Σχολείο,Central Macedonia,Evosmos,,,,True,
212856271,"1ο & 14ο Δημοτικό, 10 & 26 Νηπιαγωγείο",Central Macedonia,Evosmos,,,,True,
214190138,52ο Δημοτικό Σχολείο,West Greece,Paralia,,,,True,
214194100,6 & 19 Δημοτικό Σχολείο Πατρών,West Greece,Patra,,,,True,
215452718,26ο Δημοτικό σχολείο Ηρακλείου,Crete,"Γεωργίου Μαράντη, Ηράκλειο, 71303",,,,True,https://26dimira.weebly.com/
216092270,9o Δημοτικό Σχολείο Νίκαιας,Attica,Korydallos,,,,True,
216992095,4ο Δημοτικό Σχολείο Αλίμου,Attica,"Μυρογιάννη & Κυβέλης, Άλιμος, Άλιμος, 17456",,,,True,
217328504,85ο Δημοτικό Σχολείο Αθηνών,Attica,Athens,,,,True,
218558359,10ο Ολοήμερο Δημοτικό Σχολείο Κερατσινίου,Attica,"Πιττάκου, Κερατσίνι, 18756",,,,True,
218810535,6ο Δημοτικό Σχολείο,Central Macedonia,"Κιλκίς, 61100",,,,True,
218810536,1ο Δημοτικό Σχολείο,Central Macedonia,"Κιλκίς, 61100",,,,True,
219354746,1ο Δημοτικό Σχολείο Λαγκαδά,Central Macedonia,Lagkadas,,,,True,
221306156,Δημοτικό Σχολείο Νέου Ικονίου,Attica,"Νίκης, Πέραμα, 18863",,,,True,
223266887,6ο Δημοτικό Σχολείο Αμαρουσίου,Attica,Khalandrion,,,,True,
223766805,Δημοτικό Σχολείο Φλομοχωρίου,Peloponnese,Φλομοχώρι,,,,True,
224273364,Δημοτικό Σχολείο Αραχώβης,Central Greece,Arachova,,,,True,
225309886,3ο Δημοτικό Αχαρνών,Attica,Acharnes,,,,True,
227685042,1ο Δημοτικό Σχολείο Χαϊδαρίου,Attica,"Χαϊδάρι, 12462",,,,True,
227782574,1ο Δημοτικό Σχολείο Ασβεστοχωρίου,Central Macedonia,Asvestochori,,,,True,
227782575,2ο Δημοτικό Σχολείο Ασβεστοχωρίου,Central Macedonia,Asvestochori,,,,True,
228106740,Σχολή Μωραΐτη,Attica,Psychiko,,,,True,https://moraitis.edu.gr
229676238,2ο Δημοτικό Σχολείο Ελληνικού,Attica,"35η Οδός, Ελληνικό, 16777",mail@2dim-ellin.att.sch.gr,+30 210 9628881,,True,
229873806,1ο Δημοτικό Σχολείο Χρυσούπολης,East Macedonia and Thrace,Chrysoupolis,,,,True,
230005900,Δημοτικό σχολείο Αγίας Παρασκευής,Epirus,Neochori,,,,True,
231357618,4ο Δημοτικό Γιαννιτσών,Central Macedonia,Giannitsa,,,,True,
231720569,2ο Δημοτικό,Central Macedonia,Giannitsa,,,,True,
231823523,7o Δημοτικό Σχολείο,Central Macedonia,"Κλεφτών και Αρματωλών, Γιαννιτσά, 58100",,,,True,https://7dim-giann.pel.sch.gr/
231847387,144ο Δημοτικό Σχολείο Αθηνών,Attica,Athens,,,,True,
231952579,3ο Δημοτικό Σχολείο Χαϊδαρίου,Attica,Chaidari,,,,True,
231954026,10ο Δημοτικό Σχολείο Αχαρνών,Attica,Acharnes,,,,True,
232579372,Δημοτικο Αγιας Φιλοθεης,West Greece,Pyrgos,,,,True,
232876290,1ο Δημοτικο Σχολειο Πυργου,West Greece,Pyrgos,,,,True,
232888524,6ο Δημοτικό Σχολείο,West Greece,Pyrgos,,,,True,
232893488,2ο Δημοτικο Σχολειο Πυργου,West Greece,Pyrgos,,,,True,
232949239,4ο Δημοτικό Σχολείο Ελληνικού,Attica,"Αφροδίτης, Ελληνικό, 16777",mail@4dim-ellin.att.sch.gr,+30 210 9618827,,True,
233058064,10ο Δημοτικό Σχολείο Πύργου,West Greece,Pyrgos,,,,True,
233537680,6ο Δημοτικό Σχολείο Μοσχάτου,Attica,Moskhaton,,,,True,
235742386,2ο Δημοτικό Θρακομακεδόνων,Attica,Thrakomakedones,,,,True,
235956813,22ο Δημοτικό Σχολείο Αχαρνών,Attica,"Μητρομάρα, Acharnes",,,,True,
235956817,25ο Δημοτικό Σχολείο Αχαρνών,Attica,Acharnes,,,,True,
235998606,15ο Δημοτικό Σχολείο Αχαρνών,Attica,Acharnes,,,,True,
236740400,9ο Δημοτικό,Thessaly,Larisa,,,,True,
237901588,"1ο Δημοτικό, 8ο Δημοτικό",East Macedonia and Thrace,Αλεξανδρούπολη,,,,True,
241122406,15ο Δημοτικό Σχολείο Ηρακλείου,Crete,Irakleion,,,,True,
241453780,2ο Δημοτικό Σχολείο Αγίας Παρασκευής,Attica,Agia Paraskevi,,,,True,
241678997,Δημοτικό Σχολείο Λουτρού,Thessaly,Itea,,,,True,
242516287,23ο Δημοτικό Σχολείο Καλλιθέας,Attica,Kallithea,,,,True,
242516296,10ο Δημοτικό Σχολείο,Attica,Kallithea,,,,True,
242516452,12ο Δημοτικό Σχολείο,Attica,Moskhaton,,,,True,
242696064,26ο Δημοτικό Καλλιθέας,Attica,Kallithea,,,,True,
242696431,14ο Δημοτικό Καλλιθέας,Attica,Kallithea,,,,True,
242699465,11ο Δημοτικό Σχολείο Καλλιθέας,Attica,Nea Smyrni,,,,True,
244523655,28ο Δημοτικό Σχολείο Αθηνών,Attica,Kipseli,,,,True,
245278836,Δημοτικό Σχολείο,Crete,Προφήτης Ηλίας,,,,True,
245875167,Δημοτικό Σχολείο Παλαιόχωρας,Crete,"Παλαιοχώρα, 73001",,,,True,
245913053,7ο Δημοτικό Σχολείο Χανίων,Crete,"Νικηφόρου Φωκά, Χανιά",,,,True,
247861447,4ο & 9ο Δημοτικό Σχολείο Ελευθερίου Κορδελιού,Central Macedonia,Evosmos,,,,True,
248404283,1ο Δημοτικό Σχολείο Αλίμου,Attica,Alimos,,,,True,
249411358,2ο Δημοτικό σχολείο Μάνδρας,Attica,Mandra,,,,True,
249411361,2ο Δημοτικό σχολείο,Attica,Mandra,,,,True,
250745993,99ο Δημοτικό Σχολείο Αθηνών,Attica,Kipseli,,,,True,
250800088,12ο Δημοτικό Σχολείο Αθηνών,Attica,"Κοργιαλένιου, Αθήνα, 11526",,,,True,
251869826,Βοστανειό Δημοτικό Σχολείο,North Aegean,Pamfylla,,,,True,
252969451,18ο Δημοτικό Σχολείο Σταυρούπολης,Central Macedonia,Stavroupoli,,,,True,
253440647,Δημοτικο σχολειο Θεσπιων,Central Greece,Thespies,,,,True,
255490474,4ο & 12ο Δημοτικό Σχολείο Κορίνθου,Peloponnese,Korinthos,,,,True,
258574466,2ο Γυμνάσιο & 4o Δημοτικό Μυτιλήνης,North Aegean,"Πιττακού, Μυτιλήνη, 81100",,,,True,
258769050,Δημοτικό Σχολείο Ευξεινουπόλεως,Thessaly,Evxinoupolis,,,,True,
259034801,Δημοτικό Σχολείο,North Aegean,Kalloni,,,,True,
259714258,Δημοτικό,Thessaly,Almyros,,,,True,
259715988,2ο Δημοτικό,Thessaly,Almyros,,,,True,
259902257,Δημοτικό Σχολείο Φιλύρου,Central Macedonia,Filiro,,,,True,
260188538,8ο Δημοτικό Σχολείο Σταυρούπολης,Central Macedonia,"Ωραιοκάστρου, Σταυρούπολη, 56430",,,,True,
260544593,5ο Δημοτικό Σχολείο,West Macedonia,"Ζαλόγγου, Καστοριά, 52100",,,,True,
260687708,3ο Δημοτικό Σχολείο,West Macedonia,"Χριστοπούλου, Καστοριά, 52100",,,,True,
260689588,2ο Δημοτικό Σχολείο,West Macedonia,"Αγίου Μηνά, Καστοριά, 52100",,,,True,
260689652,1ο & 8ο Δημοτικό Σχολείο,West Macedonia,"Μανωλάκη, Καστοριά, 52100",,,,True,
260689673,"9ο & Ειδικό Δημοτικό - 10ο, 11ο & Ειδικό Νηπιαγωγείο",West Macedonia,"Καστοριά, 52100",,,,True,
260740188,Δημοτικό Σχολείο Ποντοηράκλειας,Bogdanci,Stojakovo,,,,True,
260913087,Δημοτικός Παιδικός Σταθμός,Central Macedonia,Ampelokipoi,,,,True,
260933780,13ο Δημοτικό Σχολείο Σταυρούπολης,Central Macedonia,"Μαγνησίας, Σταυρούπολη Θεσσαλονίκη, 564 30",mail@13dim-stavr.thess.sch.gr,+30 2310655779,,True,https://13dim-stavr.thess.sch.gr/
260958358,2ο & 4ο Δημοτικά Σχολεία Πεύκων,Central Macedonia,"Τριών Ιεραρχών, Πεύκα, 57010",,,,True,
260963843,6ο Δημοτικό,North Aegean,Mytilini,,,,True,
261756205,Δημοτικό Σχολείο Μελιγούς,Peloponnese,Astros,,,,True,
262777847,1ο Δημοτικό Σχολείο Ευκαρπίας,Central Macedonia,Efkarpia,,,,True,
262777848,4ο Δημοτικό Σχολείο Ευκαρπίας,Central Macedonia,Efkarpia,,,,True,
262827925,Δημοτικό Σχολείο Ροδόπολης,Novo Selo,Novo Selo,,,,True,
263564395,1ο Δημοτικό Σχολείο,West Macedonia,"Σπύρου Λούη, Άργος Ορεστικό, 52200",,,,True,
263564396,2ο Δημοτικό Σχολείο,West Macedonia,"Μιχαήλ Ζάχου, Άργος Ορεστικό, 52200",,,,True,
263564397,3ο Δημοτικό Σχολείο,West Macedonia,"Αρμενοχωρίου, Άργος Ορεστικό, 52200",,,,True,
263564686,4ο Δημοτικό Σχολείο,West Macedonia,"Δ. Παπαστεργίου (Γκιγκέλα), Άργος Ορεστικό, 52200",,,,True,
263564836,1ο Δημοτικό Σχολείο,West Macedonia,"Μεγάλου Αλεξάνδρου, Μανιάκοι, 52100",,,,True,
263564838,2ο Δημοτικό Σχολείο,West Macedonia,"Αρμενοχωρίου, Μανιάκοι, 52100",,,,True,
263789881,Δημοτικό Σχολείο Λιβαδιάς,Central Macedonia,Chrysochorafa,,,,True,
263977841,Δημοτικό Σχολείο Μαυροχωρίου,West Macedonia,Mavrochori,,,,True,
263979917,Δημοτικό Σχολείο Πολυκάρπης,West Macedonia,Mavrochori,,,,True,
263987299,Δημοτικό Σχολείο Μεσοποταμίας,West Macedonia,Mesopotamia,,,,True,
263988925,Δημοτικό Σχολείο Κολοκυνθούς,West Macedonia,Maniakoi,,,,True,
264023058,13ο Δημοτικό,Attica,Nikaia,,,,True,
264193915,Δημοτικό Σχολείο Σπολάιτας,West Greece,Neapolis,,,,True,
264949862,17ο Δημοτικό Σχολείο Βόλου,Thessaly,Volos,,,,True,
265240938,11ο-17ο Δημοτικά Σχολεία Αγρινίου,West Greece,Agrinio,,,,True,
268311558,145ο Δημοτικό Σχολείο Αθηνών,Attica,Kipseli,,,,True,
268907005,3ο Δημοτικό Σχολείο,East Macedonia and Thrace,Didymoteicho,,,,True,
268912280,1ο Δημοτικο Σχολειο,East Macedonia and Thrace,Didymoteicho,,,,True,
269118824,22ο Δημοτικό Σχολείο Πειραιά,Attica,"Χατζηκυριάκου, Πειραιάς, 18537",,+302104512978,,True,
269244211,5ο Δημοτικό Σχολείο Διδυμοτείχου,East Macedonia and Thrace,Didymoteicho,,,,True,
269244218,2ο Δημοτικό Σχολείο,East Macedonia and Thrace,Didymoteicho,,,,True,
272046696,16 Δημοτικό Σχολείο,South Aegean,Rodos,,,,True,
272052420,Παιδαγωγική,Attica,"Διστόμου, Πειραιάς, 18532",,+302104110595,,True,https://www.pedagogiki-birds.gr/
272197534,3ο Δημοτικό Σχολείο Πειραιά,Attica,"Ευριπίδου, Πειραιάς, 18532",,,,True,
272539114,8ο Δημοτικό Σχολείο Ελευθερίου Κορδελιού,Central Macedonia,Menemeni,,,,True,
272792921,9ο Δημοτικό Νέας Ιωνίας,Attica,Nea Ionia,,,,True,
272798227,Δημοτικό Σχολείο Λουτρών,South Aegean,Tinos,,,,True,
273011160,Βενετόκλειο 1ο ΓΕΛ - 3ο Γυμνάσιο - 3ο Δημοτικό,South Aegean,Rodos,,,,True,
273445611,1ο Δημοτικό Σχολείο Ταύρου,Attica,Ταύρος,,,,True,
274446163,3ο Δημοτικό σχολείο,Thessaly,Karditsa,,,,True,
274446820,10ο Δημοτικό σχολείο,Thessaly,Karditsa,,,,True,
276873502,19ο Δημοτικό Σχολείο,Central Macedonia,Serres,,,,True,
277760807,11ο Δημοτικό σχολείο Σερρών,Central Macedonia,"Ελευθερίου Βενιζέλου, Σέρρες",,,,True,
279352654,"11ο,31ο,63ο,75ο Δημοτικά Σχολεία",Attica,Kipseli,,,,True,
279352655,69ο Δημοτικό Σχολείο,Attica,Kipseli,,,,True,
279697134,3ο Δημοτικό Σχολείο Ευκαρπίας,Central Macedonia,Efkarpia,,,,True,
282100040,4ο Δημοτικό Σχολείο Δράμας,East Macedonia and Thrace,Drama,,,,True,
282101013,14ο Δημοτικό Σχολείο Δράμας,East Macedonia and Thrace,Drama,,,,True,
282101657,9ο Δημοτικό Σχολείο Δράμας,East Macedonia and Thrace,Drama,,,,True,
282464170,8ο Δημοτικό Σχολείο Σερρών,Central Macedonia,"Κερασούντος, Σέρρες",,,,True,
282464171,12ο Δημοτικό σχολείο Σερρών,Central Macedonia,"Καναβού, Σέρρες",,,,True,
282464177,5ο Δημοτικό Σχολείο Σερρών,Central Macedonia,Serres,,,,True,
