RED_IZO;IČO;Zřizovatel;Území;ORP;Plný název;Zkrácený název;Ulice;Č. p.;Č. or.;Část obce;PSČ;Místo;Telefon;Fax;Email 1;Email 2;WWW;Ředitel;IZO;Druh/Typ;Název;Škola - Ulice;Škola - Č. p.;Škola - Č. or.;Škola - Část obce;Škola - PSČ;Škola - Místo;Škola - Kód RÚIAN;Kapacita;Obor;Název.1;Forma;Délka;Jazyk;Kapacita oboru;Vyuč. jazyk oboru;Cizí jazyk;Dobíhající
600047652;71008152;2;CZ0206;2111;Základní škola Václava Havla v Kralupech nad Vltavou, příspěvková organizace;Základní škola Václava Havla;Revoluční;682.0;;Lobeček;27801;Kralupy nad Vltavou;311 284 978;;zs@zsrevolucni.cz;;http://www.zsrevolucni.cz;Mgr. Martin Luksík;102274941;B00;Základní škola;Revoluční;682.0;;Lobeček;27801.0;Kralupy nad Vltavou;6237584.0;600;7901C01;Základní škola;10.0;90;100;600.0;10;;NE
600047661;71009949;2;CZ0206;2111;Základní škola a Mateřská škola Kralupy nad Vltavou, Třebízského 523, okres Mělník, příspěvková organizace;Základní škola a Mateřská škola;Třebízského;523.0;;Lobeček;27801;Kralupy nad Vltavou;311 284 902;315 727 811;skola@trebizskeho.cz;;http://www.trebizskeho.cz;PaedDr. Dagmar Kuzníková;102274959;B00;Základní škola;Třebízského;523.0;;Lobeček;27801.0;Kralupy nad Vltavou;6235999.0;440;7901C01;Základní škola;10.0;90;100;440.0;10;;NE
600047679;49519026;2;CZ0206;2114;Základní škola a mateřská škola Václava Levého Liběchov, příspěvková organizace;ZŠ a MŠ Václava Levého;Za Školou;161.0;;Liběchov;27721;Liběchov;315 697 003;;skola@zslibechov.cz;;http://www.zslibechov.cz;Mgr. Bc. Jana Pravdová;102274967;B00;Základní škola;Za Školou;161.0;;Liběchov;27721.0;Liběchov;2075709.0;270;7901C01;Základní škola;10.0;90;100;270.0;10;;NE
600047687;70989044;2;CZ0206;2114;Základní škola Lužec nad Vltavou, příspěvková organizace;Základní škola;1. máje;4.0;;Lužec nad Vltavou;27706;Lužec nad Vltavou;315 691 270;;reditel@zs-luzec.cz;;http://www.zs-luzec.cz;Ing. Pavla Kopeluková;102274975;B00;Základní škola;1. máje;4.0;;Lužec nad Vltavou;27706.0;Lužec nad Vltavou;6167837.0;250;7901C01;Základní škola;10.0;90;100;250.0;10;;NE
600047695;67799400;2;CZ0206;2114;Základní škola Mšeno, příspěvková organizace;Základní škola;Boleslavská;360.0;;Mšeno;27735;Mšeno;315 693 140;315 693 140;zs.mseno@seznam.cz;;http://www.zsmseno.cz;Mgr. Jiřina Trunková;102286060;B00;Základní škola;Boleslavská;360.0;;Mšeno;27735.0;Mšeno;6177492.0;360;7901C001;Základní škola;10.0;90;100;360.0;10;;ANO
600047695;67799400;2;CZ0206;2114;Základní škola Mšeno, příspěvková organizace;Základní škola;Boleslavská;360.0;;Mšeno;27735;Mšeno;315 693 140;315 693 140;zs.mseno@seznam.cz;;http://www.zsmseno.cz;Mgr. Jiřina Trunková;102286060;B00;Základní škola;Boleslavská;360.0;;Mšeno;27735.0;Mšeno;6177492.0;360;7901C01;Základní škola;10.0;90;100;360.0;10;;NE
600047709;70888094;2;CZ0206;2117;Základní škola Neratovice, 28. října 1157, okres Mělník;Základní škola;28. října;1157.0;;Neratovice;27711;Neratovice;315 682 790;;info@3zsneratovice.cz;;http://www.3zsneratovice.cz;Mgr. Radka Millerová;102286141;B00;Základní škola;28. října;1157.0;;Neratovice;27711.0;Neratovice;6249451.0;960;7901C01;Základní škola;10.0;90;100;960.0;10;;NE
600047717;70886865;2;CZ0206;2117;Základní škola Obříství, okres Mělník;Základní škola;Školní;84.0;;Obříství;27742;Obříství;315 685 002;;reditelka@zsobristvi.cz;najmanova@zsobristvi.cz;www.zsobristvi.cz;Mgr. Eva Flíčková;102286159;B00;Základní škola;Školní;84.0;;Obříství;27742.0;Obříství;2095254.0;225;7901C01;Základní škola;10.0;90;100;225.0;10;;NE
600047725;70990972;2;CZ0206;2111;Základní škola Veltrusy, příspěvková organizace;Základní škola;Opletalova;493.0;;Veltrusy;27746;Veltrusy;315 781 188;;skola.veltrusy@seznam.cz;;https://www.skolaveltrusy.cz;PhDr. Lukáš Šlehofer;102286167;B00;Základní škola;Opletalova;493.0;;Veltrusy;27746.0;Veltrusy;2109239.0;547;7901C01;Základní škola;10.0;90;100;547.0;10;;NE
600047733;70999511;2;CZ0206;2117;Základní škola Libiš, okres Mělník;Základní škola;Školní;180.0;4;Libiš;27711;Libiš;315 682 319;;reditel@zslibis.cz;;http://www.zslibis.cz;Mgr. Jan Podpěra;108029611;B00;Základní škola;Školní;180.0;4;Libiš;27711.0;Libiš;2079569.0;140;7901B01;Základní škola speciální;10.0;A0;100;5.0;10;;NE
600047733;70999511;2;CZ0206;2117;Základní škola Libiš, okres Mělník;Základní škola;Školní;180.0;4;Libiš;27711;Libiš;315 682 319;;reditel@zslibis.cz;;http://www.zslibis.cz;Mgr. Jan Podpěra;108029611;B00;Základní škola;Školní;180.0;4;Libiš;27711.0;Libiš;2079569.0;140;7901C01;Základní škola;10.0;90;100;140.0;10;;NE
600047750;71004441;2;CZ0206;2114;Základní škola a Mateřská škola Čečelice, příspěvková organizace;Základní škola a Mateřská škola;Školní;57.0;2;Čečelice;27732;Čečelice;315 696 422;;zs.cecelice@seznam.cz;ms.cecelice@seznam.cz;http://www.skolacecelice.cz;Mgr. Hana Slánská;108029646;B00;Základní škola;Školní;57.0;2;Čečelice;27732.0;Čečelice;2045940.0;50;7901C001;Základní škola;10.0;90;100;50.0;10;;ANO
600047750;71004441;2;CZ0206;2114;Základní škola a Mateřská škola Čečelice, příspěvková organizace;Základní škola a Mateřská škola;Školní;57.0;2;Čečelice;27732;Čečelice;315 696 422;;zs.cecelice@seznam.cz;ms.cecelice@seznam.cz;http://www.skolacecelice.cz;Mgr. Hana Slánská;108029646;B00;Základní škola;Školní;57.0;2;Čečelice;27732.0;Čečelice;2045940.0;50;7901C01;Základní škola;10.0;90;100;50.0;10;;NE
600047768;71003517;2;CZ0206;2111;Základní škola a mateřská škola Úžice, příspěvková organizace;Základní škola a mateřská škola;Kralupská;48.0;;Úžice;27745;Úžice;773 114 772;;martina.cerna@skolauzice.info;skolauzice@seznam.cz;http://www.skolauzice.info;Mgr. Martina Černá;108029654;B00;Základní škola;Kralupská;48.0;;Úžice;27745.0;Úžice;6212069.0;80;7901C01;Základní škola;10.0;90;100;80.0;10;;NE
600047776;71003959;2;CZ0206;2111;Základní škola a Mateřská škola Hostín u Vojkovic, okres Mělník;Základní škola a Mateřská škola;;76.0;;Hostín u Vojkovic;27744;Hostín u Vojkovic;733 720 590;;zshostin@seznam.cz;;https://www.zsamshostin.com;Bc. Stanislava Horová;102274649;B00;Základní škola;;76.0;;Hostín u Vojkovic;27744.0;Hostín u Vojkovic;2057042.0;50;7901C01;Základní škola;10.0;90;100;50.0;10;;NE
600047784;71000241;2;CZ0206;2114;Základní škola J. A. Komenského Kly, příspěvková organizace;Základní škola J. A. Komenského;;70.0;;Záboří;27741;Kly;731 718 205;;reditelka@zskly.cz;;http://www.zskly.cz;Mgr. Kristýna Havránková;102274789;B00;Základní škola;;70.0;;Záboří;27741.0;Kly;2067714.0;270;7901C01;Základní škola;10.0;90;100;270.0;10;;NE
600047822;47011297;2;CZ0206;2114;Základní škola se speciálními třídami Mělník, příspěvková organizace;Základní škola se speciálními třídami;Jaroslava Seiferta;179.0;9;Mělník;27601;Mělník;315 622 202;;reditel@zsp-melnik.cz;;http://www.zsp-melnik.cz;Mgr. et MgA. Kateřina Laloušková;47011297;B00;Základní škola;Jaroslava Seiferta;179.0;9;Mělník;27601.0;Mělník;11660708.0;120;7901B01;Základní škola speciální;10.0;A0;100;65.0;10;;NE
600047822;47011297;2;CZ0206;2114;Základní škola se speciálními třídami Mělník, příspěvková organizace;Základní škola se speciálními třídami;Jaroslava Seiferta;179.0;9;Mělník;27601;Mělník;315 622 202;;reditel@zsp-melnik.cz;;http://www.zsp-melnik.cz;Mgr. et MgA. Kateřina Laloušková;47011297;B00;Základní škola;Jaroslava Seiferta;179.0;9;Mělník;27601.0;Mělník;11660708.0;120;7901C01;Základní škola;10.0;90;100;55.0;10;;NE
600047831;71010319;2;CZ0206;2111;Základní škola Kralupy nad Vltavou, Jodlova 111, příspěvková organizace;Základní škola;Jodlova;111.0;;Kralupy nad Vltavou;27801;Kralupy nad Vltavou;315 727 293;;skola@zsp-kralupy.cz;bohuslava.glasslova@zsp-kralupy.cz;http://zsp-kralupy.cz;Mgr. Bohuslava Glasslová;102286183;B00;Základní škola;Jodlova;111.0;;Kralupy nad Vltavou;27801.0;Kralupy nad Vltavou;6221629.0;114;7901B01;Základní škola speciální;10.0;A0;100;30.0;10;;NE
600047831;71010319;2;CZ0206;2111;Základní škola Kralupy nad Vltavou, Jodlova 111, příspěvková organizace;Základní škola;Jodlova;111.0;;Kralupy nad Vltavou;27801;Kralupy nad Vltavou;315 727 293;;skola@zsp-kralupy.cz;bohuslava.glasslova@zsp-kralupy.cz;http://zsp-kralupy.cz;Mgr. Bohuslava Glasslová;102286183;B00;Základní škola;Jodlova;111.0;;Kralupy nad Vltavou;27801.0;Kralupy nad Vltavou;6221629.0;114;7901C01;Základní škola;10.0;90;100;84.0;10;;NE
600047849;70107122;7;CZ0206;2117;Základní škola a Praktická škola Neratovice, příspěvková organizace;Základní škola a Praktická škola;Byškovická;85.0;;Byškovice;27711;Neratovice;315 682 085;;zsbyskovice@zsbyskovice.cz;ramzerova@zsbyskovice.cz	;http://www.zspbyskovice.cz;PaedDr. Jitka Ramzerová;102286205;B00;Základní škola;Byškovická;85.0;;Byškovice;27711.0;Neratovice;6187340.0;76;7901B01;Základní škola speciální;10.0;A0;100;18.0;10;;NE
600047849;70107122;7;CZ0206;2117;Základní škola a Praktická škola Neratovice, příspěvková organizace;Základní škola a Praktická škola;Byškovická;85.0;;Byškovice;27711;Neratovice;315 682 085;;zsbyskovice@zsbyskovice.cz;ramzerova@zsbyskovice.cz	;http://www.zspbyskovice.cz;PaedDr. Jitka Ramzerová;102286205;B00;Základní škola;Byškovická;85.0;;Byškovice;27711.0;Neratovice;6187340.0;76;7901C01;Základní škola;10.0;90;100;58.0;10;;NE
600048942;75034310;2;CZ0207;2115;Základní škola a mateřská škola Čistá;Základní škola a mateřská škola;;77.0;;Čistá;29423;Čistá;326 303 242;;zs.cista@centrum.cz;;http://skolacista.cz;Mgr. Karla Fridrichová;102326461;B00;Základní škola;;77.0;;Čistá;29423.0;Čistá;12595004.0;44;7901C01;Základní škola;10.0;90;100;44.0;10;;NE
600048969;70993700;2;CZ0207;2115;Základní škola Chotětov, okres Mladá Boleslav;Základní škola;Husovo náměstí;7.0;;Chotětov;29428;Chotětov;773 694 040;;skola@zschotetov.cz;;http://zschotetov.cz;Mgr. Lenka Tirpáková;102326509;B00;Základní škola;Husovo náměstí;7.0;;Chotětov;29428.0;Chotětov;12599247.0;75;7901C01;Základní škola;10.0;90;100;75.0;10;;NE
600048977;75034620;2;CZ0207;2116;Základní škola a mateřská škola Klášter Hradiště nad Jizerou;Základní škola a mateřská škola;;81.0;;Klášter Hradiště nad Jizerou;29415;Klášter Hradiště nad Jizerou;607 200 480;;skola@zsklaster.cz;rasinova@zsklaster.cz;http://www.zsklaster.cz;Mgr. Jana Rašínová;102326525;B00;Základní škola;;81.0;;Klášter Hradiště nad Jizerou;29415.0;Klášter Hradiště nad Jizerou;2539322.0;70;7901C01;Základní škola;10.0;90;100;70.0;10;;NE
600048985;75002264;2;CZ0209;2103;Základní škola a mateřská škola Kostelní Hlavno, okres Praha - východ;Základní škola a mateřská škola;;97.0;;Kostelní Hlavno;29476;Kostelní Hlavno;326 971 065 ,725915204;;zs.kostelnihlavno@volny.cz;jana.tremlova@zskostelnihlavno.cz;www.zskostelnihlavno.cz;Mgr. Jana Tremlová;102326533;B00;Základní škola;;97.0;;Kostelní Hlavno;29476.0;Kostelní Hlavno;12610585.0;80;7901C01;Základní škola;10.0;90;100;80.0;10;;NE
600048993;71000062;2;CZ0207;2115;Základní škola a mateřská škola Předměřice nad Jizerou, okres Mladá Boleslav;Základní škola a mateřská škola;;143.0;;Předměřice nad Jizerou;29474;Předměřice nad Jizerou;326 313 391;;horaji@tiscali.cz;;http://www.zspredmerice.cz;Mgr. Jiří Horák;102326541;B00;Základní škola;;143.0;;Předměřice nad Jizerou;29474.0;Předměřice nad Jizerou;2559064.0;75;7901C001;Základní škola;10.0;90;100;75.0;10;;ANO
600048993;71000062;2;CZ0207;2115;Základní škola a mateřská škola Předměřice nad Jizerou, okres Mladá Boleslav;Základní škola a mateřská škola;;143.0;;Předměřice nad Jizerou;29474;Předměřice nad Jizerou;326 313 391;;horaji@tiscali.cz;;http://www.zspredmerice.cz;Mgr. Jiří Horák;102326541;B00;Základní škola;;143.0;;Předměřice nad Jizerou;29474.0;Předměřice nad Jizerou;2559064.0;75;7901C01;Základní škola;10.0;90;100;75.0;10;;NE
600049001;75031361;2;CZ0207;2115;Základní škola a mateřská škola Sojovice okres Mladá Boleslav;Základní škola a mateřská škola;;88.0;;Sojovice;29475;Sojovice;326 921 150;326 921 150;l.diganova@skolasojovice.cz;;www.skolasojovice.cz;Mgr. Libuše Digaňová;102326550;B00;Základní škola;;88.0;;Sojovice;29475.0;Sojovice;2572486.0;80;7901C01;Základní škola;10.0;90;100;80.0;10;;NE
600049019;71005927;2;CZ0207;2116;Základní škola a Mateřská škola Žďár;Základní škola a Mateřská škola;;102.0;;Žďár;29412;Žďár;733 392 434;;reditel@skola-zdar.eu;;http://www.skola-zdar.eu;Mgr. Josef Halama;102326576;B00;Základní škola;;102.0;;Žďár;29412.0;Žďár;15551431.0;100;7901C01;Základní škola;10.0;90;100;100.0;10;;NE
600049027;71010807;2;CZ0207;2115;Základní škola Katusice, okres Mladá Boleslav;Základní škola;nám. Budovatelů;39.0;;Katusice;29425;Katusice;326 394 146;;info@zskatusice.cz;;http://www.zskatusice.estranky.cz;Mgr. Helena Krebsová;102326584;B00;Základní škola;nám. Budovatelů;39.0;;Katusice;29425.0;Katusice;2536285.0;120;7901C01;Základní škola;10.0;90;100;120.0;10;;NE
600049035;71010408;2;CZ0207;2115;Základní škola a Mateřská škola Krnsko;Základní škola a Mateřská škola;;75.0;;Krnsko;29431;Krnsko;326 723 116;;info@zskrnsko.cz;;http://www.zs.krnsko.cz;Mgr. Jana Šímová;102326592;B00;Základní škola;;75.0;;Krnsko;29431.0;Krnsko;21294437.0;125;7901C01;Základní škola;10.0;90;100;125.0;10;;NE
600049043;62451421;2;CZ0207;2115;Základní škola a Mateřská škola Dalovice, příspěvková organizace;Základní škola a Mateřská škola;;32.0;;Dalovice;29301;Dalovice;326 331 329;;info@zsdalovice.cz;;http://www.zsdalovice.cz;Mgr. Jitka Konečná;102326606;B00;Základní škola;;32.0;;Dalovice;29301.0;Dalovice;21193771.0;140;7901C01;Základní škola;10.0;90;100;140.0;10;;NE
600049051;70994994;2;CZ0207;2115;Základní škola Bakov nad Jizerou, okres Mladá Boleslav;Základní škola;Palackého;278.0;;Bakov nad Jizerou;29401;Bakov nad Jizerou;326 781 178;;info@zsbakovnj.cz;dolezal@zsbakovnj.cz;http://www.zs.bakovnj.cz;MgA. Libor Doležal;102326614;B00;Základní škola;Palackého;278.0;;Bakov nad Jizerou;29401.0;Bakov nad Jizerou;21271801.0;560;7901C01;Základní škola;10.0;90;100;560.0;10;;NE
600049060;70936838;2;CZ0207;2115;Základní škola Bělá pod Bezdězem, příspěvková organizace;Základní škola;Máchova;1110.0;;Bělá pod Bezdězem;29421;Bělá pod Bezdězem;731 421 999;;zs@zsbela.cz;;http://www.zsbela.cz;Mgr. Václav Špetlík;102326631;B00;Základní škola;Máchova;1110.0;;Bělá pod Bezdězem;29421.0;Bělá pod Bezdězem;18867626.0;800;7901C01;Základní škola;10.0;90;100;800.0;10;;NE
600049078;70997501;2;CZ0207;2115;Základní škola Benátky nad Jizerou, Husovo náměstí 55;Základní škola;Husovo náměstí;55.0;;Benátky nad Jizerou I;29471;Benátky nad Jizerou;326 316 319;;sekretariat@1-zsbenatky.cz;radek.dostal@1-zsbenatky.cz;http://www.1-zsbenatky.cz;Mgr. Radek Dostál;102326657;B00;Základní škola;Husovo náměstí;55.0;;Benátky nad Jizerou I;29471.0;Benátky nad Jizerou;21280835.0;554;7901C01;Základní škola;10.0;90;100;554.0;10;;NE
600049086;70997519;2;CZ0207;2115;Základní škola Benátky nad Jizerou, Pražská 135;Základní škola;Pražská;135.0;;Benátky nad Jizerou II;29471;Benátky nad Jizerou;326 362 196;;prazska@zsbenatky.cz;;http://www.zsbenatky.cz;Mgr. Michaela Teplá;102326673;B00;Základní škola;Pražská;135.0;;Benátky nad Jizerou II;29471.0;Benátky nad Jizerou;21287287.0;550;7901C01;Základní škola;10.0;90;100;550.0;10;;NE
600049094;75034255;2;CZ0207;2115;Základní škola a mateřská škola Václava Vaňka;ZŠ a MŠ Václava Vaňka;Školní;242.0;;Bezno;29429;Bezno;777 695 255;326 395 212;reditel@zsbezno.cz;k.pribil@seznam.cz;http://www.zs-bezno.cz;Mgr. Bc. Květoslav Přibil, MBA, pověřen řízením;102326690;B00;Základní škola;Školní;242.0;;Bezno;29429.0;Bezno;15490246.0;400;7901B01;Základní škola speciální;10.0;A0;100;20.0;10;;NE
600049094;75034255;2;CZ0207;2115;Základní škola a mateřská škola Václava Vaňka;ZŠ a MŠ Václava Vaňka;Školní;242.0;;Bezno;29429;Bezno;777 695 255;326 395 212;reditel@zsbezno.cz;k.pribil@seznam.cz;http://www.zs-bezno.cz;Mgr. Bc. Květoslav Přibil, MBA, pověřen řízením;102326690;B00;Základní škola;Školní;242.0;;Bezno;29429.0;Bezno;15490246.0;400;7901C01;Základní škola;10.0;90;100;400.0;10;;NE
600049108;70933057;2;CZ0207;2115;Masarykova základní škola a mateřská škola Brodce, příspěvková organizace;Masarykova ZŠ a MŠ;Rudé armády;300.0;;Brodce;29473;Brodce;326 312 233;;skola@zsbrodce.cz;jordanov@zsbrodce.cz;https://www.zsbrodce.cz;Mgr. Bc. Nenčo Jordanov;102326720;B00;Základní škola;Rudé armády;300.0;;Brodce;29473.0;Brodce;15498891.0;300;7901C01;Základní škola;10.0;90;100;300.0;10;;NE
600049116;70988102;2;CZ0207;2115;Základní škola a Mateřská škola Březno;Základní škola a Mateřská škola;;115.0;;Březno;29406;Březno;326 399 139;326 399 180;zs.brezno@seznam.cz;;http://www.zsbrezno.cz;Mgr. Dana Bělohlávková;102326746;B00;Základní škola;;115.0;;Březno;29406.0;Březno;12592731.0;320;7901C01;Základní škola;10.0;90;100;320.0;10;;NE
600049124;75030268;2;CZ0207;2115;Základní škola a mateřská škola Čachovice, příspěvková organizace;Základní škola a mateřská škola;Komenského;96.0;;Čachovice;29443;Čachovice;326 307 668;;zscachovice@seznam.cz;;http://www.zscachovice.cz;Ing. Monika Nejedlá;102326754;B00;Základní škola;Komenského;96.0;;Čachovice;29443.0;Čachovice;21192740.0;250;7901C01;Základní škola;10.0;90;100;250.0;10;;NE
600049132;75034981;2;CZ0207;2115;Základní škola a mateřská škola Dobrovice;Základní škola a mateřská škola;Komenského;46.0;;Dobrovice;29441;Dobrovice;326 398 338;;reditelna@zsdobrovice.cz;sekretariat@zsdobrovice.cz;http://www.zsdobrovice.cz;Mgr. Iveta Sedláčková;102326762;B00;Základní škola;Komenského;46.0;;Dobrovice;29441.0;Dobrovice;15501451.0;600;7901C01;Základní škola;10.0;90;100;600.0;10;;NE
600049141;71009914;2;CZ0207;2115;Základní škola T. G. Masaryka a Mateřská škola Dolní Bousov;Základní škola T. G. Masaryka a MŠ;Školní;74.0;;Dolní Bousov;29404;Dolní Bousov;777 061 727;;skola@zsdb.cz;zastupce@zsdb.cz;http://www.zsdb.cz;Mgr. Vendula Budínová;102326789;B00;Základní škola;Školní;74.0;;Dolní Bousov;29404.0;Dolní Bousov;15507891.0;480;7901C01;Základní škola;10.0;90;100;480.0;10;;NE
600049159;71007245;2;CZ0207;2115;Základní škola a mateřská škola Dolní Slivno, příspěvková organizace;Základní škola a mateřská škola;;40.0;;Dolní Slivno;29478;Dolní Slivno;326 393 316;;info@zsdolnislivno.cz;;http://www.zsdolnislivno.cz;Mgr. Markéta Čapková;102326797;B00;Základní škola;;40.0;;Dolní Slivno;29478.0;Dolní Slivno;2529378.0;282;7901C01;Základní škola;10.0;90;100;282.0;10;;NE
600049167;71008446;2;CZ0207;2116;Základní škola a mateřská škola, Kněžmost, okres Mladá Boleslav;Základní škola a mateřská škola;Na Františku;75.0;;Kněžmost;29402;Kněžmost;326 784 166 ,739028084;;skola@zsknezmost.cz;reditelka@zsknezmost.cz;http://www.zsknezmost.cz;Mgr. Michaela Řeháková Černá;102326819;B00;Základní škola;Na Františku;75.0;;Kněžmost;29402.0;Kněžmost;12603155.0;350;7901C01;Základní škola;10.0;90;100;350.0;10;;NE
600049175;71010840;2;CZ0207;2115;Základní škola Luštěnice, okres Mladá Boleslav;Základní škola;Boleslavská;160.0;;Luštěnice;29442;Luštěnice;326 357 151;;zs-lustenice@zs-lustenice.cz;;http://www.zs-lustenice.cz;Mgr. Miluše Hůlková;102326843;B00;Základní škola;Boleslavská;160.0;;Luštěnice;29442.0;Luštěnice;21208913.0;350;7901C01;Základní škola;10.0;90;100;350.0;10;;NE
600049183;75034051;2;CZ0207;2115;Základní škola Mladá Boleslav, Komenského nám. 76, příspěvková organizace;Základní škola;Komenského náměstí;76.0;3;Mladá Boleslav I;29301;Mladá Boleslav;326 321 572;326 321 572;vaclav.kolman@1zsmb.cz;;http://www.1zsmb.cz;Mgr. Václav Kolman;102326860;B00;Základní škola;Komenského náměstí;76.0;3;Mladá Boleslav I;29301.0;Mladá Boleslav;21236208.0;370;7901C001;Základní škola;10.0;90;100;370.0;10;;ANO
600049183;75034051;2;CZ0207;2115;Základní škola Mladá Boleslav, Komenského nám. 76, příspěvková organizace;Základní škola;Komenského náměstí;76.0;3;Mladá Boleslav I;29301;Mladá Boleslav;326 321 572;326 321 572;vaclav.kolman@1zsmb.cz;;http://www.1zsmb.cz;Mgr. Václav Kolman;102326860;B00;Základní škola;Komenského náměstí;76.0;3;Mladá Boleslav I;29301.0;Mladá Boleslav;21236208.0;370;7901C01;Základní škola;10.0;90;100;370.0;10;;NE
600049191;75034042;2;CZ0207;2115;Základní škola Mladá Boleslav, Komenského nám. 91, příspěvková organizace;Základní škola;Komenského náměstí;91.0;6;Mladá Boleslav II;29301;Mladá Boleslav;326 321 794;;info@2zsmb.cz;matej.povsik@2zsmb.cz;https://www.2zsmb.cz;Mgr. Bc. Matěj Povšík;102326886;B00;Základní škola;Komenského náměstí;91.0;6;Mladá Boleslav II;29301.0;Mladá Boleslav;21241821.0;600;7901C01;Základní škola;10.0;90;100;600.0;10;;NE
600049205;62451511;2;CZ0207;2115;Základní škola Dr. Edvarda Beneše Mladá Boleslav, Laurinova 905, příspěvková organizace;Základní škola Dr. Edvarda Beneše;Laurinova;905.0;;Mladá Boleslav III;29301;Mladá Boleslav;326 324 075;;brigita.sulcova@zsbenese.cz;skola@zsbenese.cz;http://www.zsbenese.cz;Mgr. Brigita Šulcová;102326908;B00;Základní škola;Laurinova;905.0;;Mladá Boleslav III;29301.0;Mladá Boleslav;21262314.0;850;7901C01;Základní škola;10.0;90;100;850.0;10;;NE
600049213;75034069;2;CZ0207;2115;Základní škola T. G. Masaryka a Mateřská škola Mladá Boleslav, Svatovítská 574, příspěvková organizace;ZŠ T. G. Masaryka a MŠ;Svatovítská;574.0;5;Mladá Boleslav III;29301;Mladá Boleslav;326 375 921;;kaspar@4zsmb.cz;sekretariat@4zsmb.cz;http://www.4zs.mb-net.cz;Mgr. Milouš Kašpar;102326916;B00;Základní škola;Svatovítská;574.0;5;Mladá Boleslav III;29301.0;Mladá Boleslav;21259003.0;310;7901C01;Základní škola;10.0;90;100;310.0;10;;NE
600049221;75034077;2;CZ0207;2115;Základní škola a Mateřská škola Mladá Boleslav, 17. listopadu 1325, příspěvková organizace;Základní škola a Mateřská škola;17. listopadu;1325.0;;Mladá Boleslav II;29301;Mladá Boleslav;326 327 623;;skola@zspastelka.cz;jan.duchek@zspastelka.cz;http://www.zspastelka.cz;Mgr. Jan Duchek;102326924;B00;Základní škola;17. listopadu;1325.0;;Mladá Boleslav II;29301.0;Mladá Boleslav;21253773.0;560;7901C01;Základní škola;10.0;90;100;560.0;10;;NE
600049230;75034034;2;CZ0207;2115;Základní škola a Mateřská škola Mladá Boleslav, Jilemnického 1152, příspěvková organizace;Základní škola a Mateřská škola;Jilemnického;1152.0;;Mladá Boleslav III;29301;Mladá Boleslav;326 201 911;;info6zs@6zsmb.cz;lukas.krejcik@6zsmb.cz	;http://www.6zsmb.cz;Mgr. Lukáš Krejčík;102326941;B00;Základní škola;Jilemnického;1152.0;;Mladá Boleslav III;29301.0;Mladá Boleslav;21264775.0;700;7901C01;Základní škola;10.0;90;100;700.0;10;;NE
600049248;75034018;2;CZ0207;2115;Základní škola Mladá Boleslav, Václavkova 1082, příspěvková organizace;Základní škola;Václavkova;1082.0;;Mladá Boleslav II;29301;Mladá Boleslav;326 733 971;;zs7mb@seznam.cz;;http://www.zs7mb.cz;Mgr. Lukáš Zahrada;102326959;B00;Základní škola;Václavkova;1082.0;;Mladá Boleslav II;29301.0;Mladá Boleslav;21251533.0;870;7901C01;Základní škola;10.0;90;100;870.0;10;;NE
600049256;75034085;2;CZ0207;2115;Masarykova základní škola a Mateřská škola Debř, Mladá Boleslav, Bakovská 7, příspěvková organizace;Masarykova ZŠ a MŠ;Bakovská;7.0;;Debř;29301;Mladá Boleslav;326 331 933;326 331 932;zsdebr@seznam.cz;cerny@skoladebr.cz;http://www.skoladebr.cz;Mgr. Jakub Černý;102326967;B00;Základní škola;Bakovská;7.0;;Debř;29301.0;Mladá Boleslav;21236844.0;260;7901C01;Základní škola;10.0;90;100;260.0;10;;NE
600049264;70989010;2;CZ0207;2116;Základní škola Mnichovo Hradiště, Sokolovská 254, příspěvková organizace;Základní škola;Sokolovská;254.0;;Mnichovo Hradiště;29501;Mnichovo Hradiště;326 772 321;;skola@1zsmh.cz;eva.hajzlerova@1zsmh.cz;https://www.1zsmh.cz;Mgr. Eva Hajzlerová;102338001;B00;Základní škola;Sokolovská;254.0;;Mnichovo Hradiště;29501.0;Mnichovo Hradiště;15555330.0;640;7901C01;Základní škola;10.0;90;100;640.0;10;;NE
600049281;75032899;2;CZ0207;2115;Masarykova základní škola a mateřská škola Semčice;Masarykova ZŠ a MŠ;;3.0;;Semčice;29446;Semčice;326 388 405;;skola@obecsemcice.cz;;https://www.zssemcice.cz;Mgr. Jana Kočová;102338035;B00;Základní škola;;3.0;;Semčice;29446.0;Semčice;2562090.0;270;7901C01;Základní škola;10.0;90;100;270.0;10;;NE
600049299;71002693;2;CZ0207;2115;Základní škola a mateřská škola Skalsko, okres Mladá Boleslav;Základní škola a mateřská škola;;23.0;;Skalsko;29426;Skalsko;737 887 072;;info@zsskalsko.cz;j.zdilnova@seznam.cz;http://www.zs-msskalsko.cz;Mgr. Jana Zdílnová;102338043;B00;Základní škola;;23.0;;Skalsko;29426.0;Skalsko;2563851.0;120;7901C01;Základní škola;10.0;90;100;120.0;10;;NE
