source,school_type,school_name,school_name_en,moe_code,subdistrict,district,province,address,postcode,telephone,email,website,curriculum,level_min,level_max,students,boarding,geo_location,latitude,longitude
OBEC (Public),Public,บ้านกุดปราสาท,,1033530540,สมอ,ปรางค์กู่,ศรีสะเกษ,- -,33170,045660336,,,Thai National Curriculum,อ.2,ป.6,97,,พื้นราบ,14.821898,104.074895
OBEC (Public),Public,บ้านสวายสนิท,,1033530516,สวาย,ปรางค์กู่,ศรีสะเกษ,บ้านสวาย -,33170,045660325,,,Thai National Curriculum,อ.1,ป.6,114,,พื้นราบ,14.914079,103.955818
OBEC (Public),Public,บ้านขามทับขอน,,1033530518,สวาย,ปรางค์กู่,ศรีสะเกษ,บ้านขาม -,33170,,,,Thai National Curriculum,อ.1,ป.6,184,,พื้นราบ,14.924354,103.96275
OBEC (Public),Public,บ้านท่าคอยนาง,,1033530519,สวาย,ปรางค์กู่,ศรีสะเกษ,บ้านท่าคอยนาง  -,33170,0933839168,,,Thai National Curriculum,อ.1,ป.6,86,,พื้นราบ,14.894833,103.933746
OBEC (Public),Public,บ้านสำโรง,,1033530552,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ,117 -,33170,,,,Thai National Curriculum,อ.2,ป.6,79,,พื้นราบ,14.875275,104.069825
OBEC (Public),Public,บ้านตาเปียง,,1033530548,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ,หมู 1 บ้านตาเปียง -,33170,045-660327,,,Thai National Curriculum,อ.2,ม.3,216,,พื้นราบ,14.91318,104.090056
OBEC (Public),Public,บ้านไฮเลิง,,1033530549,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ,บ้านหนองแคน -,33170,0901893349,,,Thai National Curriculum,อ.2,ม.3,138,,พื้นราบ,15.264978,103.269775
OBEC (Public),Public,บ้านหว้าน,,1033530550,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ,บ้านหว้าน  หมู่ 8 ตำบ33170ลสำโรงปราสาท อ.ปรางค์กู่ จ. ศรีสะเกษ ปรางค์กู่-หนองห้าง-อุทมพร,33170,0856572475,,,Thai National Curriculum,อ.1,ป.6,123,,พื้นราบ,14.913366,104.054026
OBEC (Public),Public,บ้านขอนแต้,,1033530551,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ,85 -,33170,,,,Thai National Curriculum,อ.2,ป.6,54,,พื้นราบ,14.930768,104.133017
OBEC (Public),Public,บ้านหนองเชียงทูน,,1033530541,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ,บ้านหนองเชียงทูน -,33170,0860846022,,,Thai National Curriculum,อ.2,ม.3,138,,พื้นราบ,14.867181,104.104927
OBEC (Public),Public,บ้านกำแมด,,1033530542,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ,12 -,33170,045660335,,,Thai National Curriculum,อ.2,ม.3,177,,พื้นราบ,14.892615,104.123511
OBEC (Public),Public,บ้านศาลา,,1033530543,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ,หมู่ 2 ต.หนองเชียงทูน อ.ปรางค์กู่ จ.ศรีสะเกษ บ้านศาลา,33170,045697500,,,Thai National Curriculum,อ.2,ม.3,157,,พื้นราบ,14.878473,104.077489
OBEC (Public),Public,บ้านหนองระนาม,,1033530544,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ,90 -,33170,0810768418,,,Thai National Curriculum,อ.2,ป.6,67,,พื้นราบ,14.857769,104.0683
OBEC (Public),Public,บ้านซำตาโตง,,1033530505,พราน,ขุนหาญ,ศรีสะเกษ,- -,33150,0856370560,,,Thai National Curriculum,อ.2,ป.6,127,,พื้นราบ,14.619599,104.535789
OBEC (Public),Public,บ้านมัดกานกทาขุมปูน,,1033530545,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ,ม4 ต.หนองเชียงทูน อ.ปรางค์กู่ จ.ศรีสะเกษ -,33170,045697283,,,Thai National Curriculum,อ.2,ป.6,104,,พื้นราบ,14.977468,104.094506
OBEC (Public),Public,บ้านหนองคูขาม,,1033530546,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ,บ้านหนองคูขาม -,33170,-,,,Thai National Curriculum,อ.2,ป.6,46,,พื้นราบ,14.893921,104.100458
OBEC (Public),Public,บ้านบ่อ,,1033530547,หนองเชียงทูน,ปรางค์กู่,ศรีสะเกษ,99 -,33170,045620221,,,Thai National Curriculum,อ.2,ป.6,100,,พื้นราบ,14.872856,104.116087
OBEC (Public),Public,บ้านโคกตาล,,1033530764,โคกตาล,ภูสิงห์,ศรีสะเกษ,หมู่ 1 ต.โคกตาล -,33140,045811378,,,Thai National Curriculum,อ.2,ม.3,318,,พื้นราบ,14.567621,104.216135
OBEC (Public),Public,บ้านลุมพุกคลองแก้ว,,1033530765,โคกตาล,ภูสิงห์,ศรีสะเกษ,222 -,33140,,,,Thai National Curriculum,อ.2,ม.3,307,,พื้นราบ,14.557877,104.212026
OBEC (Public),Public,บ้านศาลา,,1033530766,โคกตาล,ภูสิงห์,ศรีสะเกษ,จังหวัดศรีสะเกษ ขุขันธ์ - โคกตาล,33140,-,,,Thai National Curriculum,อ.2,ป.6,176,,อยู่ในจังหวัดตามพระราชกฤษฎีกาจัดตั้งสถาบันวิจัยพัฒนาพื้นที่สูง (องค์การมหาชน) พ.ศ. 2548 เป็นพื้นที่ภูเขา  หรือพื้นที่ที่ที่มีความสูงกว่าระดับน้ำทะเล 500 เมตร ขึ้นไป,14.539867,104.208304
OBEC (Public),Public,บ้านเรือทองคลองคำ,,1033530767,โคกตาล,ภูสิงห์,ศรีสะเกษ,0 -,33140,,,,Thai National Curriculum,อ.2,ป.6,94,,พื้นราบ,14.545045,104.183808
OBEC (Public),Public,บ้านนาตราว,,1033530769,ดงรัก,ภูสิงห์,ศรีสะเกษ,- -,33140,045660132,,,Thai National Curriculum,อ.2,ม.3,271,,อยู่ในจังหวัดตามพระราชกฤษฎีกาจัดตั้งสถาบันวิจัยพัฒนาพื้นที่สูง (องค์การมหาชน) พ.ศ. 2548 เป็นพื้นที่ภูเขา  หรือพื้นที่ที่ที่มีความสูงกว่าระดับน้ำทะเล 500 เมตร ขึ้นไป,14.50528,104.206714
OBEC (Public),Public,บ้านจำปานวง,,1033530770,ดงรัก,ภูสิงห์,ศรีสะเกษ,232 -,33140,045660134,,,Thai National Curriculum,อ.2,ป.6,179,,พื้นราบ,14.498983,104.181726
OBEC (Public),Public,บ้านแซรสะโบว,,1033530771,ดงรัก,ภูสิงห์,ศรีสะเกษ,หมู่ 6 บ้านแซรสะโบว -,33140,,,,Thai National Curriculum,อ.2,ม.3,364,,พื้นราบ,14.472924,104.139448
OBEC (Public),Public,บ้านตาโสม,,1033530768,ตะเคียนราม,ภูสิงห์,ศรีสะเกษ,บ้านตำหนัก -,33140,,,,Thai National Curriculum,อ.1,ป.6,185,,พื้นราบ,14.62475,104.178819
OBEC (Public),Public,บ้านตะเคียนราม,,1033530763,ตะเคียนราม,ภูสิงห์,ศรีสะเกษ,บ้านตะวันตก -,33140,045-969358,,,Thai National Curriculum,อ.2,ม.3,575,,พื้นราบ,14.592128,104.170228
OBEC (Public),Public,วนาสวรรค์,,1033530772,ไพรพัฒนา,ภูสิงห์,ศรีสะเกษ,0 -,33140,045660128,,,Thai National Curriculum,อ.2,ป.6,288,,อยู่ในจังหวัดตามพระราชกฤษฎีกาจัดตั้งสถาบันวิจัยพัฒนาพื้นที่สูง (องค์การมหาชน) พ.ศ. 2548 เป็นพื้นที่ภูเขา  หรือพื้นที่ที่ที่มีความสูงกว่าระดับน้ำทะเล 500 เมตร ขึ้นไป,14.468576,104.094672
OBEC (Public),Public,บ้านไพรพัฒนา,,1033530773,ไพรพัฒนา,ภูสิงห์,ศรีสะเกษ,บ้านไพรพัฒนา ละลม - แซรไปร,33140,045920840,,,Thai National Curriculum,อ.2,ม.3,468,,พื้นราบ,14.466977,104.061446
OBEC (Public),Public,บ้านแซรไปร,,1033530774,ไพรพัฒนา,ภูสิงห์,ศรีสะเกษ,- -,33140,,,,Thai National Curriculum,อ.2,ป.6,268,,พื้นราบ,14.437877,104.062341
OBEC (Public),Public,บ้านละลม,,1033530775,ละลม,ภูสิงห์,ศรีสะเกษ,ม.13 ต.ละลม  -,33140,045660169,,,Thai National Curriculum,อ.2,ม.3,432,,พื้นราบ,14.599106,104.06753
OBEC (Public),Public,บ้านธาตุพิทยาคม,,1033530776,ละลม,ภูสิงห์,ศรีสะเกษ,39 -,33140,081-977-1180,,,Thai National Curriculum,อ.2,ป.6,205,,พื้นราบ,14.568226,104.086524
OBEC (Public),Public,บ้านขะยูง(โนนเจริญศึกษา),,1033530777,ละลม,ภูสิงห์,ศรีสะเกษ,4 -,33140,045-660170,,,Thai National Curriculum,อ.2,ป.6,70,,พื้นราบ,14.573393,104.066864
OBEC (Public),Public,บ้านพรหมเจริญ,,1033530785,ละลม,ภูสิงห์,ศรีสะเกษ,บ้านพรหมทอง ละลม-ตาเม็ง,33140,045660127,,,Thai National Curriculum,อ.2,ม.3,171,,พื้นราบ,14.550605,104.127881
OBEC (Public),Public,เพียงหลวง 14ฯ,,1033530781,ห้วยตามอญ,ภูสิงห์,ศรีสะเกษ,บ้านไทยถาวร -,33140,045660126,,,Thai National Curriculum,อ.2,ป.6,104,,พื้นราบ,14.497371,104.05608
OBEC (Public),Public,บ้านทำนบ,,1033530778,ห้วยตามอญ,ภูสิงห์,ศรีสะเกษ,- -,33140,045660168,,,Thai National Curriculum,อ.2,ป.6,123,,พื้นราบ,14.546454,104.063137
OBEC (Public),Public,บ้านห้วยตามอญ,,1033530779,ห้วยตามอญ,ภูสิงห์,ศรีสะเกษ,บ้านห้วยตามอญ -,33140,0615582882,,,Thai National Curriculum,อ.2,ม.3,334,,พื้นราบ,14.533109,104.051167
OBEC (Public),Public,บ้านพนมชัย,,1033530884,ห้วยตามอญ,ภูสิงห์,ศรีสะเกษ,0 -,33140,045660125,,,Thai National Curriculum,อ.2,ป.6,137,,พื้นราบ,14.51997,104.081933
OBEC (Public),Public,อนุบาลภูสิงห์,,1033530782,ห้วยตึ๊กชู,ภูสิงห์,ศรีสะเกษ,333 -,33140,,,,Thai National Curriculum,อ.2,ป.6,335,,พื้นราบ,14.555578,104.140173
OBEC (Public),Public,บ้านโคกใหญ่,,1033530783,ห้วยตึ๊กชู,ภูสิงห์,ศรีสะเกษ,- -,33140,,,,Thai National Curriculum,อ.2,ป.6,136,,พื้นราบ,14.564017,104.141266
OBEC (Public),Public,บ้านตาเม็ง(อสพป.9),,1033530784,ห้วยตึ๊กชู,ภูสิงห์,ศรีสะเกษ,99 -,33140,045660230,,,Thai National Curriculum,อ.2,ป.6,128,,พื้นราบ,14.584516,104.132845
OBEC (Public),Public,บ้านนกยูง(อสพป.30),,1033530786,ห้วยตึ๊กชู,ภูสิงห์,ศรีสะเกษ,บ้านนกยูง -,33140,045826521,,,Thai National Curriculum,อ.2,ป.6,98,,พื้นราบ,14.624049,104.140541
OBEC (Public),Public,บ้านทุ่งหลวง,,1033530787,ห้วยตึ๊กชู,ภูสิงห์,ศรีสะเกษ,- -,33140,045-964281,,,Thai National Curriculum,อ.2,ป.6,171,,พื้นราบ,14.543701,104.117622
OBEC (Public),Public,เคียงศิริบ้านโพธิ์ทอง,,1033530780,ห้วยตึ๊กชู,ภูสิงห์,ศรีสะเกษ,0 -,33140,-,,,Thai National Curriculum,อ.2,ม.3,246,,พื้นราบ,14.545535,104.087169
OBEC (Public),Public,บ้านไฮ(วันครู 2503),,1033530147,กระแชง,กันทรลักษ์,ศรีสะเกษ,3 -,33110,0,,,Thai National Curriculum,อ.2,ป.6,121,,พื้นราบ,14.670283,104.596773
OBEC (Public),Public,บ้านเขวา (ราษฎรพัฒนา),,1033530148,กระแชง,กันทรลักษ์,ศรีสะเกษ,บ้านเขวา -,33110,,,,Thai National Curriculum,อ.2,ม.3,272,,พื้นราบ,14.625198,104.583394
OBEC (Public),Public,บ้านโนนสูง,,1033530149,กระแชง,กันทรลักษ์,ศรีสะเกษ,- -,33110,045660047,,,Thai National Curriculum,อ.2,ม.3,177,,พื้นราบ,14.686079,104.560566
OBEC (Public),Public,บ้านระโยง,,1033530150,กระแชง,กันทรลักษ์,ศรีสะเกษ,บ้านระโยง -,33110,045969854,,,Thai National Curriculum,อ.2,ป.6,76,,พื้นราบ,14.657815,104.55657
OBEC (Public),Public,บ้านจำนรรจ์,,1033530151,กระแชง,กันทรลักษ์,ศรีสะเกษ,บ้านจำนรรจ์ -,33110,045660018,,,Thai National Curriculum,อ.1,ม.3,137,,พื้นราบ,14.651162,104.526476
OBEC (Public),Public,บ้านโนนจิก,,1033530152,กระแชง,กันทรลักษ์,ศรีสะเกษ,54 -,33110,045660040,,,Thai National Curriculum,อ.1,ป.6,68,,พื้นราบ,14.699768,104.580559
OBEC (Public),Public,บ้านกระแชงใหญ่,,1033530153,กระแชง,กันทรลักษ์,ศรีสะเกษ,- -,33110,045-960364,,,Thai National Curriculum,อ.2,ป.6,596,,พื้นราบ,14.656691,104.586667
OBEC (Public),Public,บ้านชำเบ็ง,,1033530154,กระแชง,กันทรลักษ์,ศรีสะเกษ,บ้านซำเบ็ง หมู่ที่8 ต.กระแชง อ.กันทรลักษ์ จ.ศรีสะเกษ -,33110,,,,Thai National Curriculum,อ.2,ป.6,32,,พื้นราบ,14.608682,104.54884
OBEC (Public),Public,บ้านหนองทา,,1033530155,กระแชง,กันทรลักษ์,ศรีสะเกษ,- โชคชัย - เดชอุดม,33110,0837401161,,,Thai National Curriculum,อ.1,ป.6,55,,พื้นราบ,14.679031,104.54749
OBEC (Public),Public,บ้านกุดเสลาหนองขวาง,,1033530208,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,14 -,33110,045969857,,,Thai National Curriculum,อ.2,ป.6,132,,พื้นราบ,14.670976,104.854364
OBEC (Public),Public,บ้านนารังกา,,1033530209,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,บ้านนารังกา -,33110,045-969858,,,Thai National Curriculum,อ.2,ป.6,175,,พื้นราบ,14.677476,104.835701
OBEC (Public),Public,บ้านกันจาน,,1033530210,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,บ้านกันจาน -,33110,0868790931,,,Thai National Curriculum,อ.2,ป.6,51,,พื้นราบ,14.679088,104.811368
OBEC (Public),Public,บ้านซะวาซอ,,1033530211,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,โรงเรียนบ้านซะวาซอ -,33110,0872476660,,,Thai National Curriculum,อ.2,ป.6,39,,พื้นราบ,14.663536,104.809176
OBEC (Public),Public,บ้านโนนคูณ,,1033530212,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,โรงเรียนบ้านโนนคูณ หมู่ที่ 14 ตำบลกุดเสลา อำเภอกันทรลักษ์ จังหวัดศรีสะเกษ 33110 -,33110,0918284531,,,Thai National Curriculum,อ.2,ป.6,43,,พื้นราบ,14.645247,104.826437
OBEC (Public),Public,บ้านโนนงาม,,1033530213,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,บ้านโนนงาม -,33110,045660413,,,Thai National Curriculum,อ.1,ป.6,83,,พื้นราบ,14.680291,104.869322
OBEC (Public),Public,บ้านสามแยก-หินกอง,,1033530214,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,- -,33110,045660077,,,Thai National Curriculum,อ.2,ม.3,210,,พื้นราบ,14.693233,104.840537
OBEC (Public),Public,บ้านหนองรุงพระทะเล,,1033530217,กุดเสลา,กันทรลักษ์,ศรีสะเกษ,บ้านหนองรุง -,33110,045969860,,,Thai National Curriculum,อ.2,ป.6,134,,พื้นราบ,14.651932,104.828589
OBEC (Public),Public,บ้านขนุน,,1033530215,ขนุน,กันทรลักษ์,ศรีสะเกษ,บ้านขนุน  หมู่9   -,33110,0812665541,,,Thai National Curriculum,อ.2,ม.3,294,,พื้นราบ,14.602563,104.80567
OBEC (Public),Public,บ้านตาเครือ,,1033530216,ขนุน,กันทรลักษ์,ศรีสะเกษ,บ้านตาเครือ -,33110,0872525780,,,Thai National Curriculum,อ.2,ป.6,50,,พื้นราบ,14.624793,104.819789
OBEC (Public),Public,บ้านโตนด,,1033530218,ขนุน,กันทรลักษ์,ศรีสะเกษ,บ้านโตนด -,33110,045969862,,,Thai National Curriculum,อ.1,ป.6,262,,พื้นราบ,14.59125,104.77453
OBEC (Public),Public,บ้านนาขนวน,,1033530219,ขนุน,กันทรลักษ์,ศรีสะเกษ,บ้านนารุ่งเรือง -,33110,045660416,,,Thai National Curriculum,อ.2,ป.6,196,,พื้นราบ,14.634273,104.793374
OBEC (Public),Public,บ้านหนองหัวช้าง,,1033530220,ขนุน,กันทรลักษ์,ศรีสะเกษ,บ้านหนองหัวช้าง -,33110,045660267,,,Thai National Curriculum,อ.2,ป.6,74,,พื้นราบ,14.592623,104.817354
OBEC (Public),Public,บ้านโนนสมบูรณ์,,1033530221,ขนุน,กันทรลักษ์,ศรีสะเกษ,- -,33110,045660412,,,Thai National Curriculum,อ.2,ป.6,99,,พื้นราบ,14.573407,104.811195
OBEC (Public),Public,บ้านจานทองกวาววิทยา,,1033530223,จานใหญ่,กันทรลักษ์,ศรีสะเกษ,หมู่ที่  1  ตำบลจานใหญ่  อำเภอกันทรลักษ์  จังหวัดศรีสะเกษ กันทรลักษ์ - วาริน,33110,045811044,,,Thai National Curriculum,อ.2,ม.3,296,,พื้นราบ,14.755399,104.657294
OBEC (Public),Public,บ้านตาลอย-หนองคัน,,1033530224,จานใหญ่,กันทรลักษ์,ศรีสะเกษ,บ้านหนองคัน กันทรลักษ์-วาริน,33110,087-8687472,,,Thai National Curriculum,อ.2,ม.3,158,,พื้นราบ,14.719798,104.666852
OBEC (Public),Public,บ้านชำโพธิ์-ตาเกษ(ประจวบสงเคราะห์),,1033530225,จานใหญ่,กันทรลักษ์,ศรีสะเกษ,- -,33110,-,,,Thai National Curriculum,อ.2,ม.3,102,,พื้นราบ,14.699762,104.668974
OBEC (Public),Public,มหาราช 2 (ภูคำ),,1033530227,จานใหญ่,กันทรลักษ์,ศรีสะเกษ,- -,33110,045660108,,,Thai National Curriculum,อ.1,ป.6,92,,พื้นราบ,14.702506,104.637636
OBEC (Public),Public,บ้านไร่เจริญ,,1033530228,จานใหญ่,กันทรลักษ์,ศรีสะเกษ,- -,33110,,,,Thai National Curriculum,อ.2,ป.6,50,,พื้นราบ,14.767597,104.663815
OBEC (Public),Public,บ้านชำแจงแมง,,1033530201,ชำ,กันทรลักษ์,ศรีสะเกษ,163 -,33110,-,,,Thai National Curriculum,อ.2,ม.3,277,,พื้นราบ,14.541905,104.58827
OBEC (Public),Public,ชนะใช้กิจการ,,1033530202,ชำ,กันทรลักษ์,ศรีสะเกษ,บ้านตามูล -,33110,0804691892,,,Thai National Curriculum,อ.2,ม.3,140,,พื้นราบ,14.52209,104.598618
OBEC (Public),Public,บ้านชำม่วง,,1033530203,ชำ,กันทรลักษ์,ศรีสะเกษ,บ้านชำม่วง -,33110,0844969339,,,Thai National Curriculum,อ.2,ป.6,129,,พื้นราบ,14.564948,104.581576
OBEC (Public),Public,บ้านตระกาศขอนแก่น,,1033530156,ตระกาจ,กันทรลักษ์,ศรีสะเกษ,- โชคชัย-เดชอุดม,33110,0810654052,,,Thai National Curriculum,อ.2,ม.3,326,,พื้นราบ,14.709266,104.607676
OBEC (Public),Public,บ้านโคกวิทยา,,1033530157,ตระกาจ,กันทรลักษ์,ศรีสะเกษ,204 -,33110,,,,Thai National Curriculum,อ.2,ป.6,119,,พื้นราบ,14.755558,104.616073
OBEC (Public),Public,บ้านทุ่งกอกหนองเกาะ,,1033530158,ตระกาจ,กันทรลักษ์,ศรีสะเกษ,55 -,33110,045-969871,,,Thai National Curriculum,อ.2,ป.6,55,,พื้นราบ,14.727954,104.599491
OBEC (Public),Public,บ้านม่วง (รามคำแหงอนุสรณ์ 11),,1033530159,ตระกาจ,กันทรลักษ์,ศรีสะเกษ,13 -,33110,045660408,,,Thai National Curriculum,อ.2,ป.6,188,,พื้นราบ,14.748022,104.611686
OBEC (Public),Public,บ้านศรีอุดม-ซำตารมย์,,1033530160,ตระกาจ,กันทรลักษ์,ศรีสะเกษ,204 -,33110,0918323405,,,Thai National Curriculum,อ.1,ป.6,144,,พื้นราบ,14.723993,104.619206
OBEC (Public),Public,บ้านร่องตาซุน,,1033530193,ทุ่งใหญ่,กันทรลักษ์,ศรีสะเกษ,- -,33110,,,,Thai National Curriculum,อ.2,ม.3,267,,พื้นราบ,14.582338,104.591463
OBEC (Public),Public,บ้านกะมอล(กรป.กลางประชาอุทิศ),,1033530195,ทุ่งใหญ่,กันทรลักษ์,ศรีสะเกษ,69 -,33110,045660008,,,Thai National Curriculum,อ.2,ป.6,84,,พื้นราบ,14.578061,104.648232
OBEC (Public),Public,บ้านทุ่งใหญ่ม่วง(คุรุราษฎร์บำรุง),,1033530188,ทุ่งใหญ่,กันทรลักษ์,ศรีสะเกษ,- -,33110,045962868,,,Thai National Curriculum,อ.2,ม.3,257,,พื้นราบ,14.588188,104.614349
OBEC (Public),Public,บ้านโคก(อสพป.32),,1033530189,ทุ่งใหญ่,กันทรลักษ์,ศรีสะเกษ,- -,33110,,,,Thai National Curriculum,อ.2,ม.3,283,,พื้นราบ,14.593042,104.576271
OBEC (Public),Public,บ้านปะทาย,,1033530190,ทุ่งใหญ่,กันทรลักษ์,ศรีสะเกษ,123 -,33110,0817890567,,,Thai National Curriculum,อ.2,ม.3,190,,พื้นราบ,14.618415,104.633656
OBEC (Public),Public,บ้านสว่าง,,1033530145,น้ำอ้อม,กันทรลักษ์,ศรีสะเกษ,333 สุขาภิบาล 4,33110,045661476,,,Thai National Curriculum,อ.1,ม.3,247,,พื้นราบ,14.64908,104.664244
OBEC (Public),Public,อนุบาลดำรงราชานุสรณ์,,1033530138,น้ำอ้อม,กันทรลักษ์,ศรีสะเกษ,150 ดำรงสถิต,33110,045661467,,,Thai National Curriculum,อ.2,ป.6,2259,,พื้นราบ,14.638484,104.649718
OBEC (Public),Public,บ้านขะยูง,,1033530140,น้ำอ้อม,กันทรลักษ์,ศรีสะเกษ,บ้านขะยูง -,33110,,,,Thai National Curriculum,อ.2,ม.3,194,,พื้นราบ,14.681159,104.689569
OBEC (Public),Public,บ้านขนา,,1033530141,น้ำอ้อม,กันทรลักษ์,ศรีสะเกษ,บ้านขนาเก่า -,33110,,,,Thai National Curriculum,อ.2,ป.6,135,,พื้นราบ,14.656579,104.666504
OBEC (Public),Public,น้ำอ้อมรัฐประชานุสรณ์,,1033530143,น้ำอ้อม,กันทรลักษ์,ศรีสะเกษ,บ้านหนองเขื่อง ซอยบ้านหนองเขื่อง,33110,045661471,,,Thai National Curriculum,อ.2,ป.6,123,,พื้นราบ,14.656385,104.648077
OBEC (Public),Public,บ้านโนนสำราญ,,1033530229,โนนสำราญ,กันทรลักษ์,ศรีสะเกษ,บ้านโนนสำราญ -,33110,045660411,,,Thai National Curriculum,อ.2,ม.3,184,,พื้นราบ,14.503412,104.807594
OBEC (Public),Public,บ้านท่าสว่าง,,1033530230,โนนสำราญ,กันทรลักษ์,ศรีสะเกษ,บ้านท่าสว่าง -,33110,0810697710,,,Thai National Curriculum,อ.2,ม.3,393,,พื้นราบ,14.557674,104.80931
OBEC (Public),Public,บ้านจันทน์หอมตาเสก,,1033530231,โนนสำราญ,กันทรลักษ์,ศรีสะเกษ,0 -,33110,045-660012   081-0697710,,,Thai National Curriculum,อ.2,ม.3,127,,พื้นราบ,14.526427,104.825124
OBEC (Public),Public,บ้านรุ่งอรุณ(กองทัพบกอุปถัมภ์),,1033530232,โนนสำราญ,กันทรลักษ์,ศรีสะเกษ,0 -,33110,045660071,,,Thai National Curriculum,อ.2,ป.6,70,,พื้นราบ,14.525849,104.803879
OBEC (Public),Public,บ้านบึงมะลู,,1033530174,บึงมะลู,กันทรลักษ์,ศรีสะเกษ,249 เขาพระวิหาร,33110,045-660409,,,Thai National Curriculum,อ.2,ป.6,266,,พื้นราบ,14.540256,104.680829
OBEC (Public),Public,บ้านน้ำขวบ-โนนดู่(กองทัพบกอุปถัมภ์),,1033530175,บึงมะลู,กันทรลักษ์,ศรีสะเกษ,- -,33110,0813605366,,,Thai National Curriculum,อ.2,ม.3,234,,พื้นราบ,14.522341,104.692878
OBEC (Public),Public,บ้านตาแท่น,,1033530176,บึงมะลู,กันทรลักษ์,ศรีสะเกษ,บ้านตาแท่น -,33110,045660419,,,Thai National Curriculum,อ.2,ม.3,193,,พื้นราบ,14.520928,104.758885
OBEC (Public),Public,บ้านโนนเยาะ-โนนศิริ,,1033530177,บึงมะลู,กันทรลักษ์,ศรีสะเกษ,- -,33110,045660043,,,Thai National Curriculum,อ.2,ป.6,185,,พื้นราบ,14.564313,104.708419
OBEC (Public),Public,บ้านโนนแสนคำหนองศาลาศรีสะอาด,,1033530178,บึงมะลู,กันทรลักษ์,ศรีสะเกษ,- -,33110,045969882,,,Thai National Curriculum,อ.2,ป.6,272,,พื้นราบ,14.543646,104.717846
OBEC (Public),Public,บ้านหนองตลาด-โนนเปือย,,1033530179,บึงมะลู,กันทรลักษ์,ศรีสะเกษ,บ้านหนองตลาด -,33110,045-660403,,,Thai National Curriculum,อ.2,ป.6,65,,พื้นราบ,14.541153,104.744468
OBEC (Public),Public,บ้านนาไพรงาม,,1033530161,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,01 ศรีสะเกษ -กันทรลักษ์,33110,045653217,,,Thai National Curriculum,อ.2,ป.6,184,,พื้นราบ,14.728383,104.552878
OBEC (Public),Public,บ้านภูเงิน(อินทรสุขศรีราษฎร์สามัคคี),,1033530162,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,- กันทรลักษ์-ศรีสะเกษ,33110,0982417896,,,Thai National Curriculum,อ.2,ม.3,219,,พื้นราบ,14.740993,104.530632
OBEC (Public),Public,บ้านหนองกระทิง,,1033530163,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,บ้านหนองกระทิง -,33110,045660080,,,Thai National Curriculum,อ.2,ป.6,204,,พื้นราบ,14.740637,104.58331
OBEC (Public),Public,บ้านหินวิทยา,,1033530164,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,91 -,33110,045-969888,,,Thai National Curriculum,อ.2,ป.6,105,,พื้นราบ,14.700941,104.534085
OBEC (Public),Public,บ้านท่าพระตระกาศ,,1033530165,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,- -,33110,045650892,,,Thai National Curriculum,อ.1,ม.3,127,,พื้นราบ,14.766222,104.58569
OBEC (Public),Public,บ้านซำผักแว่น-นาซำ,,1033530166,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,- -,33110,045969885,,,Thai National Curriculum,อ.2,ป.6,73,,พื้นราบ,14.777243,104.554448
OBEC (Public),Public,บ้านโศกขามป้อม,,1033530185,ภูผาหมอก,กันทรลักษ์,ศรีสะเกษ,หมู่4 ตำบลภูผาหมอก -,33110,045989889,,,Thai National Curriculum,อ.2,ป.6,81,,พื้นราบ,14.455838,104.800426
OBEC (Public),Public,บ้านด่าน,,1033530187,ภูผาหมอก,กันทรลักษ์,ศรีสะเกษ,0 -,33110,,,,Thai National Curriculum,อ.2,ม.3,528,,พื้นราบ,14.472628,104.842224
OBEC (Public),Public,บ้านผือ,,1033530191,เมือง,กันทรลักษ์,ศรีสะเกษ,- กันทรลักษ์-เขาพระวิหาร,33110,087-8244936,,,Thai National Curriculum,อ.2,ป.6,131,,พื้นราบ,14.588921,104.64111
OBEC (Public),Public,บ้านหนองเดียงน้อย-โนนใหญ่,,1033530192,เมือง,กันทรลักษ์,ศรีสะเกษ,บ้านหนองเดียง -,33110,,,,Thai National Curriculum,อ.2,ม.3,200,,พื้นราบ,14.584264,104.676661
