Code,Nom,Directeur,Code commune,Adresse,Code postal,Ville,Latitude,Longitude,Tel,Email,Site web,Types,Statut
86215855,Engelbrektskolan 7-9,Bosse Leskinen,1490,Engelbrektsgatan 14,50636,Borås,57.72568468631069,12.948571729738179,033-355997,bosse.leskinen@boras.se,http://www.boras.se/centrum/barnomsorgskola/grundskolor/engelbrektskolan,GR,AKTIV
64800741,Ärentunaskolan,Andreas Jansson,0380,Ärentunavägen 1,74330,Storvreta,59.96239221150623,17.69756667138897,018-7277775,arentunaskolan@uppsala.se,http://arentunaskolan.uppsala.se,GR,AKTIV
55174683,Vittinge skola F-3,Maria Byström,0331,Midgårdsgatan 20 A,74495,Vittinge,59.90326882473048,17.05254410056604,0224-36070,information@heby.se,http://www.heby.se,"GR,FKLASS,FTH",AKTIV
80373308,Björkhöjdskolan F-6,Andrea Roy,1490,Klinikvägen 48,50457,Borås,57.72995260401832,12.962921093617382,033-357996,andrea.roy@boras.se,http://www.boras.se/bjorkhojdskolan,"GR,FKLASS,FTH",AKTIV
60557814,Dalsjöskolan 7-9,Jonas Rying,1490,Dalsjövägen 16,51632,Dalsjöfors,57.71808212851302,13.099897325246893,033-358710,jonas.rying@boras.se,http://www.boras.se/dalsjoskolan,GR,AKTIV
78472427,Ersdungens skola,Jonas Eriksson,2480,Trattgränd 3-5,90625,Umeå,63.85911097609567,20.31037250009152,090-164606,agneta.a.sundberg@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
25110768,Östervåla skola F-6,Lena Wik,0331,Skolgatan 1,74046,Östervåla,60.18222019049829,17.175089330520407,0292-71900,information@heby.se,http://www.heby.se,"GR,FKLASS,FTH",AKTIV
67454907,Bodaskolan 7-9,Annika Simfors,1490,Milstensgatan 25,50742,Borås,57.729829237662706,12.96375594343718,033-357909,annika.simfors@boras.se,http://www.boras.se/bodaskolan,GR,AKTIV
33076925,Byttorpskolan F-6,Jozefina Persson,1490,Vindelgatan 4,50465,Borås,57.72455443118533,12.910924621225314,033-357927,jozefina.persson@boras.se,https://www.boras.se/byttorpskolan,"GR,FKLASS,FTH",AKTIV
47009887,Ersmarks skola,Eva Björk,2480,Gamla Ersbodavägen 115,90637,Umeå,63.882590871829514,20.314164553254603,090-164585,ersmarksskolan@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
96783420,Ersängsskolan 7-9,Veronica Söderlund Pettersson,2480,Ostvägen 20,90626,Umeå,63.8604453888349,20.319579285274486,090-164405,veronica.soderlund@umea.se,https://www.skola.umea.se/skolor/grundskolor/,GR,AKTIV
87810158,Kasamarks skola,Maria Helena Järf,2480,Kasamark 310,90440,Umeå,63.776156487193695,19.930280201184598,090-164992,kasamarks.skola@skola.umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
14411541,Anpassad grundskola Orsa,Karin Dahlberg,2034,Gillevägen 1,79433,Orsa,61.113252137052285,14.643036302061807,0250-552100,karin.dahlberg@orsa.se,orsa.se,"FTH,GRAN,FKLASS",AKTIV
44658310,Ersängsskolan Anpassad grundskola 1-6,Charlotta Blomqvist,2480,Ostvägen 20,90626,Umeå,63.860449263773184,20.31959425683762,090-164405,charlotta.blomqvist@umea.se,https://www.skola.umea.se/skolor/grundskolor/ersangsskolan-f-9-med-anpassad-grundskola.html,"FTH,GRAN",AKTIV
68358072,Casa Montessori,Mats Bergdahl,1402,Ögärdesvägen 2,43330,Partille,57.7441839579492,12.081322848384483,031-3362390,expeditionen@casamontessori.se,http://www.casamontessori.se,"GR,FKLASS,FTH",AKTIV
69702464,Ersängsskolan F-6,Veronica Söderlund Pettersson,2480,Ostvägen 20,90626,Umeå,63.8604453888349,20.319579285274486,090-164405,veronica.soderlund@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
38044067,Grisbacka skola F-6,Magnus Lidström,2480,Grubbevägen 19,90354,Umeå,63.83610126344042,20.21254859655306,090-162650,magnus.lidstrom@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
75714469,Grubbeskolan 7-9,Micael Bergström,2480,Lagmansgatan 37,90355,Umeå,63.83364846339174,20.199944571576243,090-162656,grubbeskolan@umea.se,https://www.skola.umea.se/skolor/grundskolor/,GR,AKTIV
84622889,Hagaskolan F-9,Henrik Theorin,2480,Utmarksvägen 1,90345,Umeå,63.83550198008074,20.271349158913623,090-162683,henrik.theorin@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
69788677,Hedlundaskolan,Sara Renberg,2480,Lilla gatan 1,90322,Umeå,63.83040062084702,20.239505329176065,090-162635,sara.renberg@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
96264838,Innertavle skola,Stig Jan-Olof Niska,2480,Innertavle 29,90586,Umeå,63.81310146481047,20.39835190261202,090-164922,innertavleskolan@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
45157993,Linblommans skola,Martin Svedberg,2480,Sönkmyrvägen 20,90440,Röbäck,63.80507891837681,20.189887791116675,090-165909,linblommans.skola@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
84461484,Maja Beskowskolan,Helena Arctaedius,2480,Fridhemsvägen 8,90337,Umeå,63.82426460861296,20.290733122873437,090-161000,gunilla.andersson@umea.se,https://www.skola.umea.se/skolor/grundskolor/,GR,AKTIV
38619250,Mariebergsskolan 1,Robert Lindberg,2480,Rådjursvägen 129,90643,Umeå,63.844855122810095,20.322905873432692,090-165636,mariebergsskolan@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
46646143,Innovitaskolan Joriel,Cecilia Hansen,0180,Bergtallsvägen 12,12560,Älvsjö,59.28186695485127,17.969569991256137,08-4646631,joriel@innovitaskolan.se,https://innovitaskolan.se/joriel/,"GR,FKLASS,FTH,GRAN",AKTIV
39117429,Linneaskolan,Martin Svedberg,2480,Sönkmyrvägen 20,90643,Röbäck,63.80507891837681,20.189887791116675,090-165906,linneaskolan@umea.se,https://www.skola.umea.se/skolor/grundskolor/,GR,AKTIV
80769468,Dar Al Uloum skola,Khaled Awad Mouwafi,0580,Skattegården 7 A,58648,Linköping,58.42833181431615,15.581288858666346,013-177344,dau.mouafi@telia.com,,"GR,FTH",AKTIV
85295425,Geresta-/Hedda Wising Anpassad Grundskola,Carina Elisabet Söderlind Löfvander,2280,Rosenbäcksallén 39,87161,Härnösand,62.624133179327046,17.96551126405433,073-2704582,gerestaskolan@harnosand.se,http://www.harnosand.se/barnochutbildning,"FTH,GRAN",AKTIV
67509465,Karlskrona Montessorifriskola,Johanna Fagerberg Pettersson,1080,Aklejavägen 4,37154,Karlskrona,56.192428519007144,15.632997771452755,0765-346480,malin@karlskronamontessori.se,http://www.karlskronamontessori.se,"GR,FKLASS,FTH",AKTIV
50574364,Mariehemsskolan,Malin Karlsson,2480,Gökropsvägen 12 A,91342,Umeå,63.83546480780238,20.32548847343059,090-165624,mariehemsskolan@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
14491257,Hedda Wising Resursskola,Erik Juntikka,2280,Gånsviksvägen 2,87160,Härnösand,62.630399283874056,17.948554058185,070-2971210,heddawisingskolan@harnosand.se,http://harnosand.se/barnochutbildning,GR,AKTIV
81396509,Innovitaskolan Banérporten,Charlotte Johannesson,0180,Karlavägen 121,11526,Stockholm,59.33579820929279,18.100427656560925,08-50531100,banerporten@innovitaskolan.se,https://innovitaskolan.se/banerporten/,"GR,FKLASS,FTH,OPPFTH",AKTIV
88594941,Bredaredskolan F-6,Anna Hjorth,1490,Råryd 1,50496,Bredared,57.81110404995069,12.890543570447226,0734-327516,anna.hjorth@edu.boras.se,http://www.boras.se/bredaredskolan,"GR,FKLASS,FTH",AKTIV
73269899,Erikslundskolan 7-9,Ida Legnemark,1490,Gässlösavägen 39,50441,Borås,57.704591860357134,12.926920926885236,033-358015,ida.legnemark@boras.se,http://boras.se/erikslundskolan,GR,AKTIV
74866813,Fjärdingskolan F-6,Louice Schoultz Eriksson,1490,Kapplandsgatan 1,50744,Borås,57.72863263025511,12.972020670012332,033-358035,louice.schoultz.eriksson@edu.boras.se,https://www.boras.se/utbildningochforskola/grundskola/grundskolor/fjardingskolan.4.560f4754158d3176d4025a6b.html,"GR,FKLASS,FTH",AKTIV
92938213,Uppsävjaskolan,Katarina Lehrberg,0380,Akademivägen 2,75756,Uppsala,59.82003637800685,17.705812565568333,018-7277410,katarina.lehrberg@uppsala.se,http://uppsavjaskolan.uppsala.se,"GR,FKLASS,FTH",AKTIV
96298476,Obbola skola,Håkan Wallengren,2480,Södra Obbolavägen 11,91342,Obbola,63.69669438281656,20.306598044430924,090-163524,maria.brandt@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
16490220,Hedda Wisingskolan,Erik Juntikka,2280,Gånsviksvägen 2,87160,Härnösand,62.630412920710874,17.948529833904615,070-2971210,heddawisingskolan@harnosand.se,http://harnosand.se/barnochutbildning,GR,AKTIV
72625090,Innovitaskolan Falun,Linda Hases,2080,Seminariegatan 3,79136,Falun,60.61662046226733,15.62766861328181,023-794700,falun@innovitaskolan.se,https://innovitaskolan.se/falun/,"GR,FKLASS,FTH",AKTIV
20525218,Innovitaskolan Kalix,Johanna Ström,2514,Näsbyvägen 16,95262,Kalix,65.84137051668652,23.18031089418815,070-3481671,kalix@innovitaskolan.se,https://innovitaskolan.se/kalix/,"GR,FKLASS,FTH",AKTIV
70084130,Hackås skola,Marie Andersson,2326,Kyrkvägen 3,84594,Hackås,62.92145553577359,14.514730190875666,0687-16100,hackas.skola@berg.se,http://www.berg.se,"GR,FKLASS,FTH",AKTIV
95015820,Dalsjöskolan 4-6,Lena Jakobsson,1490,Dalsjövägen 16,51634,Dalsjöfors,57.71808212851302,13.099897325246893,033-358710,lena.jakobsson@boras.se,http://www.boras.se/dalsjoskolan,GR,AKTIV
77368623,Röbäcks skola,Erika Jonsson,2480,Stenhuggarvägen 2,90581,Röbäck,63.807712202386824,20.199696691520863,090-165938,robacksskolan@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
76474572,Sjöfruskolan F-6,Patrik Eriksson,2480,Stråkvägen 6,90751,Umeå,63.80493634715906,20.342205527309414,090-165800,patrik.eriksson@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
51537516,Häggdånger byskola,Helene Sjödin,2280,Hov 310,87191,Härnösand,62.53877117856998,17.817242990269936,0611-348712,haggdangerbyskola@harnosand.se,http://www.harnosand.se/barnochutbildning,"GR,FKLASS,FTH",AKTIV
45142548,Solenskolan åk F-6,Helene Sjödin,2280,Vårstagatan 4,87140,Härnösand,62.62596479569886,17.920542489463738,0611-348702,solenskolan@harnosand.se,http://www.harnosand.se/barnochutbildning,"GR,FKLASS,FTH",AKTIV
79866556,Noblaskolan Lindholmen,Malin Forsberg,1480,Verkmästaregatan 7,41757,Göteborg,57.7063084631656,11.933426516560075,031-7254204,lindholmen@noblaskolan.se,https://noblaskolan.se/lindholmen/,GR,AKTIV
32965875,Rödåsels skola,Torun Ferm,2480,Rödåsel 75,92265,Tavelsjö,64.09059578633303,19.951494536025816,090-162895,torun.ferm@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
88958524,Rödängsskolan,Anneli Lundberg,2480,Fiolstråket 2,91832,Umeå,63.84102590984454,20.213951209186646,090-162067,anneli.lundberg@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
73411818,Sandalidens skola,Malin Larsson,2480,Grindvägen 3,91832,Umeå,63.84106645452432,20.28107589867263,090-162080,malin.larsson@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
24030101,Skärgårdsskolan,Henrik Arctaedius,2480,Kassjöbergsvägen 16,91332,Holmsund,63.70559106832482,20.368415597176398,070-3279386,henrik.arctaedius@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
54752734,Västra Ekoskolan,Madeleine Salander,0136,Sorundavägen 2,13793,Tungelsta,59.11796997534245,18.016063187314856,08-50037174,info@ekoskolan.se,http://www.ekoskolan.se,"GR,FKLASS,FTH",AKTIV
16688128,Innovitaskolan Helsingborg,Susanne Björk,1283,Prästgatan 21,25224,Helsingborg,56.04455556531511,12.697740880900934,042-176711,helsingborg@innovitaskolan.se,https://innovitaskolan.se/helsingborg/,GR,AKTIV
90462401,Klövsjö skola,Carina Abrahamsson,2326,Kyrkbacken 25,84597,Klövsjö,62.52710315475276,14.184871118862805,0687-16100,klovsjo.skola@berg.se,http://www.berg.se,"GR,FKLASS,FTH",AKTIV
67694999,Sofiehemsskolan,Bengt Olander,2480,Sofiehemsvägen 41-43,90431,Umeå,63.808451147064275,20.302112832938317,090-162814,sofiehemsskolan@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
67931687,Sävar skola 7-9,Eleonor Fernerud,2480,Drottningvägen 7,91832,Sävar,63.899249340168176,20.55738722316098,072-5653031,eleonor.fernerud@umea.se,https://www.skola.umea.se/skolor/grundskolor/,GR,AKTIV
42752416,Södra Ålidhemsskolan 6-9,Anna Rönnlund,2480,Lärarstråket 1,90732,Umeå,63.807883438190885,20.315564926725642,090-164800,Saknas@umea.se,https://www.skola.umea.se/skolor/grundskolor/,GR,AKTIV
97940004,Wendela Hellmanskolan,Camilla Söderback,2280,Idrottsvägen 2,87150,Härnösand,62.63887208089158,17.927882722181035,0611-347950,wendelahellmanskolan@harnosand.se,http://www.harnosand.se/barnochutbildning,GR,AKTIV
82985120,Storsjöskolan 1,Thomas Nordbrandt Vänman,2480,Frejavägen 17,91332,Holmsund,63.70295428040271,20.37203259995462,090-163167,storsjo@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FTH",AKTIV
97706771,Daltorpskolan 7-9,Martin Gunnarsson,1490,Stora Tvärgränd 1-3,50433,Borås,57.71160514199203,12.944684597476941,033-357972,martin.gunnarsson@edu.boras.se,http://www.boras.se/daltorpskolan,GR,AKTIV
95440729,Ekarängskolan F-6,Pontus Ihrskog,1490,Hansinggatan 121,50753,Borås,57.71929477396435,12.982012080779374,033-358103,pontus.ihrskog@boras.se,http://www.boras.se/ekarangskolan,"GR,FKLASS,FTH",AKTIV
17250578,von Bahrs skola,Emanuel Levin,0380,Heidenstamsgatan 67,75427,Uppsala,59.87784786141639,17.64897826742855,018-7275851,vonbahrsskolaexpedition@uppsala.se,https://vonbahrsskola.uppsala.se/,"GR,FKLASS,FTH",AKTIV
10954341,Storsjöskolan 2,Helena Löfgren,2480,Frejavägen 17,90788,Holmsund,63.70295428040271,20.37203259995462,090-163167,storsjo@umea.se,https://www.skola.umea.se/skolor/grundskolor/,GR,AKTIV
45314528,Stöcksjö skola,Katarina Lundkvist,2480,Stöcksjö Norra Byväg 40,90580,Umeå,63.77109116179986,20.177083129086864,090-162790,katarina.Lundkvist@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
63606764,Sävar skola F-6,Anna Elisabeth Nilsson-Hugo,2480,Drottningvägen 7,91832,Sävar,63.89926316086025,20.55746657896782,070-6992268,anna.nilssonhugo@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
87139814,Innovitaskolan Johanneberg,Jenny Tydén,1480,Gyllenkrooksgatan 10 B,41261,Göteborg,57.69025921775992,11.991192456739414,031-7086830,johanneberg@innovitaskolan.se,https://innovitaskolan.se/johanneberg/,GR,AKTIV
47079538,Ljungdalens skola,Marie Andersson,2326,Ljungdalen 541,84599,Ljungdalen,62.850877164083435,12.791404974639178,0687-1647100,ljungdalens.skola@berg.se,http://www.berg.se,"GR,FKLASS,FTH",AKTIV
67992279,Åsarna skola,Carina Abrahamsson,2326,Byvägen 15,84551,Åsarna,62.64661889156475,14.366466290623059,0687-16100,asarna.skola@berg.se,http://www.berg.se,"GR,FKLASS,FTH",AKTIV
24961270,Dannikeskolan F-6,Therése Costinger,1490,Stomsvägen 1,51694,Dannike,57.68208674226749,13.228486161859841,033-281473,therese.costinger@boras.se,http://www.boras.se/dannikeskolan,"GR,FKLASS,FTH",AKTIV
99722916,Södra Ålidhemsskolan F-5,Anna Rönnlund,2480,Lärarstråket 1,90732,Umeå,63.807883438190885,20.315564926725642,090-164800,Saknas@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
18541909,Tavelsjö skola,Torun Ferm,2480,Stenhagsvägen 8-10,92263,Tavelsjö,64.03731425355909,20.04612390930471,090-162750,tavelsjo@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
48538034,Östermalmsskolan,Erika Hägglund,2480,Kungsgatan 145,90332,Umeå,63.82016379997042,20.290674538257594,090-161952,erika.hagglund@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
93068004,Murbergsskolan,Helena Norell,2280,Gymnastikgatan 2,87151,Härnösand,62.643839751091335,17.9265772702315,0611-348733,murbergsskolan@harnosand.se,http://www.harnosand.se/barnochutbildning,"GR,FTH",AKTIV
94830241,Innovitaskolan Landskrona,Maria Sjöstedt,1282,Järnvägsgatan 8,26132,Landskrona,55.87128423054795,12.833462516149053,070-6176729,landskrona@innovitaskolan.se,https://innovitaskolan.se/landskrona/,"GR,FKLASS,FTH",AKTIV
10919187,Myrvikens skola 7-9,Tona Wörlén,2326,Gräftåvägen 11B,84571,Oviken,62.998357530407226,14.334624707368912,0687-16100,myrvikens.skola@berg.se,www.berg.se,GR,AKTIV
43171486,Myrvikens skola F-6,Tåve Leithe,2326,Gräftåvägen 11B,84571,Oviken,62.998357530407226,14.334624707368912,0687-16100,myrvikens.skola@berg.se,www.berg.se,"GR,FKLASS,FTH",AKTIV
70233136,Engelbrektskolan F-6,Viktoria Holmesten,1490,Engelbrektsgatan 14,50636,Borås,57.72568468631069,12.948571729738179,033-355997,Viktoria.Holmesten@boras.se,https://www.boras.se/utbildningochforskola/grundskola/grundskolor/engelbrektskolan.4.3f73c2bb158d2df08164038.html,"GR,FKLASS,FTH",AKTIV
36053080,Täfteå skola,Lena Blomström,2480,Täftebölevägen 5,90788,Täfteå,63.84353166023909,20.475758852812074,090-162771,lena.blomstrom@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
55520065,Innovitaskolan Luleå,Paulina Lindström,2580,Höstvägen 5,97633,Luleå,65.61541278001,22.172168399301395,076-1030851,lulea@innovitaskolan.se,https://innovitaskolan.se/lulea/,"GR,FKLASS,FTH",AKTIV
71926648,Erikslundskolan F-6,Kerstin Koivisto,1490,Gässlösavägen 52,50441,Borås,57.7001939921235,12.919479885278745,033-358015,kerstin.koivisto@edu.boras.se,http://www.boras.se/erikslundskolan,"GR,FKLASS,FTH",AKTIV
13746989,Fredriksborgskolan F-9,Jennie Skoglund,1490,Gässlösavägen 39,50441,Borås,57.704591860357134,12.926920926885236,0734-328628,jennie.skoglund@boras.se,https://www.boras.se/utbildningochforskola/grundskola/grundskolor/fredriksborgskolan.4.107302c518f999a8ca2d492.html,"GR,FKLASS,FTH",AKTIV
61824203,Vänge skola,Jonas Olsson,0380,Lärarvägen,75576,Vänge,59.85824063158323,17.430647638817167,018-7278120,ida.unden@uppsala.se,http://vangeskola.uppsala.se,"GR,FKLASS,FTH",AKTIV
79372311,Västangårds skola F-9,Patrik Sandström,2480,Aktörgränd 29,90364,Umeå,63.838519302737325,20.15984258531734,090-165069,vastangard@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
67809355,Innovitaskolan Norrtälje,Erika Broo,0188,Baldersbåge 2,76154,Norrtälje,59.771283654346334,18.6906418225168,0176-208730,norrtalje@innovitaskolan.se,https://innovitaskolan.se/norrtalje/,"GR,FKLASS,FTH",AKTIV
58922041,Innovitaskolan Östersund,Karin Ågren Wigg,2380,Sollidenvägen 62B,83139,Östersund,63.183869637057946,14.670029379579505,063-140570,ostersund@innovitaskolan.se,https://innovitaskolan.se/ostersund/,"GR,FKLASS,FTH",AKTIV
64147674,Svenstaviks skola F-6,Marie Glavhammar,2326,Skolvägen 6,84531,Svenstavik,62.76774305350799,14.425510849367875,0687-16100,svenstaviks.skola@berg.se,http://www.berg.se,"GR,FKLASS,FTH",AKTIV
72356204,Östra Ersbodaskolan,Veronica Söderlund Pettersson,2480,Ostvägen 6,90626,Umeå,63.857458386989194,20.331026154107704,090-164444,veronica.soderlund@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
15732584,Östra Ersbodaskolan Anpassad grundskola 1-6,Charlotta Blomqvist,2480,Ostvägen 6,90626,Umeå,63.85709523620654,20.329986601186782,090-164444,charlotta.blomqvist@umea.se,https://www.skola.umea.se/skolor/grundskolor/ostra-ersbodaskolan-f-3-med-anpassad-grundskola.html,"FTH,GRAN",AKTIV
26177892,Östtegs skola,Christer Nordmark,2480,Obbolavägen 51,90421,Umeå,63.812987240076616,20.26822982936635,090-165143,christer.nordmark@umea.se,https://www.skola.umea.se/skolor/grundskolor/,"GR,FKLASS,FTH",AKTIV
91578294,Innovitaskolan Nyköping,Maria Dahl,0480,Strindbergsgatan 13,61137,Nyköping,58.760339827040575,17.015626906193894,0155-256440,nykoping@innovitaskolan.se,https://innovitaskolan.se/nykoping/,"GR,FKLASS,FTH",AKTIV
90949432,Innovitaskolan Nyköping 2,Maria Dahl,0480,Strindbergsgatan 13,61137,Nyköping,58.760339827040575,17.015626906193894,0155-256440,nykoping@innovitaskolan.se,https://innovitaskolan.se/nykoping/,GR,AKTIV
76222592,Innovitaskolan Rönninge,Lena Köpsén,0128,Söderby torgs allé 6-8,14452,Rönninge,59.20181420656128,17.784323832908935,073-0506298,ronninge@innovitaskolan.se,https://innovitaskolan.se/ronninge/,"GR,FKLASS,FTH",AKTIV
27265374,Innovitaskolan S:t Jörgen,Maria Brülls,1480,Sankt Jörgens väg 18,42249,Hisings Backa,57.74938044369105,11.953968245068088,031-559080,stjorgen@innovitaskolan.se,https://innovitaskolan.se/st-jorgen/,"GR,FKLASS,FTH",AKTIV
46706680,Ulriksdalsskolan,Sofia Nybom,0184,Banmästaregatan 3,17067,Solna,59.3807638875685,18.00302206912966,08-7461000,ulriksdalsskolan@solna.se,http://www.solna.se,"GR,FKLASS,FTH",AKTIV
93378411,Milboskolan,Pontus Andersson,2180,Norra Prästvägen 10,81730,Gävle,60.725963663603494,17.166639948987797,026-179814,utbildning@gavle.se,http://www.gavle.se/Milboskolan,"GR,FKLASS,FTH,OPPFTH",AKTIV
28750488,Rätans skola,Carina Abrahamsson,2326,Skolvägen 2,84595,Rätan,62.46109597197514,14.53696592641024,0687-16100,ratans.skola@berg.se,http://www.berg.se,"GR,FKLASS,FTH",AKTIV
51104027,Erikslundskolan GRAN 1-9,Emma Een,1490,Gässlösavägen 56,50441,Borås,57.69948859904822,12.919113464811504,033-358174,emma.een@boras.se,https://www.boras.se/utbildningochforskola/grundskola/grundskolor/anpassadgrundskolaerikslund.4.3a190f22158fdcf7b0c1f05b.html,"FTH,GRAN",AKTIV
87542831,Växthusets skola,Torun Paulsson,0380,Stenhammarsväg 3,75649,Uppsala,59.811741789927545,17.619381217376684,018-7274986,vaxthusetsskola@uppsala.se,http://vaxthuset.uppsala.se,"GR,FKLASS,FTH",AKTIV
53603984,Högavångsskolan,Ola Hallberg,1060,Jämshögsvägen 3,29334,Olofström,56.27588167723324,14.528685315551417,0454-93138,anita.nyberg@olofstrom.se,http://www.olofstrom.se,GR,AKTIV
72491525,Montessori Mondial Kristianstad,Martin Svensson Stenberg,1290,Kockumsgatan 6,29132,Kristianstad,56.038274014069934,14.159477941429486,044-204370,kristianstad@montessorimondial.se,https://montessorimondial.se/kristianstad/,"GR,FKLASS,FTH",AKTIV
94021127,Anpassad grundskola 1-6,Ann Sofie Gustafsson,1466,Horsbyvägen 4,52432,Herrljunga,58.071430467136764,13.019323639062446,0513-17458,ann-sofie.gustafson@herrljunga.se,,GRAN,AKTIV
15307329,Åsenskolan,Margaretha Hermansson,1427,Åsenberget 5,45632,Kungshamn,,,0523-664000,registrator.kommun@sotenas.se,http://www.sotenas.se,"GR,FKLASS,FTH",AKTIV
23192281,Forshedaskolan,Margaretha Marthasdotter-Larsson,0683,Slättövägen 9,33171,Forsheda,57.15797841714399,13.822982601728379,0370-377000,barn-och-utbildning@varnamo.se,https://kommun.varnamo.se/utbildning-och-barnomsorg.html,GR,AKTIV
33159363,Munsö skola,Linda Borg,0125,Gamla Landsvägen 10,17891,Munsö,59.399304041021196,17.557372095530237,08-12412695,Linda.borg@ekero.se,http://www.ekero.se/munsoskola,"GR,FKLASS,FTH",AKTIV
92096622,Centrumskolan,Bengt Hedenbergh-Bornliden,0780,Höstvägen 1-3,36042,Växjö,56.890887284721124,14.794043540256151,0470-41627,utbildningsnamnden@vaxjo.se,http://www.vaxjo.se/centrumskolan,"GR,FKLASS,FTH",AKTIV
84568793,Kalvsvik skola,Malin Hewer,0780,Kalvsvik,35239,Kalvsvik,59.355633126417665,18.604351179389745,0470-796862,utbildningsnamnden@vaxjo.se,http://www.vaxjo.se/kalvsvikskola,"GR,FKLASS,FTH",AKTIV
80178314,Högavångs anpassade grundskola,Katrin Lindekrantz,1060,Jämshögsvägen 3,29334,Olofström,56.27588167723324,14.528685315551417,0454-93138,anita.nyberg@olofstrom.se,http://www.olofstrom.se,GRAN,AKTIV
55233055,Innovitaskolan Söderby,Josephine Wallenberg,0136,Kulfångsgatan 3,13667,Vendelsö,59.17396142838466,18.166613540956934,08-4516530,soderby@innovitaskolan.se,https://innovitaskolan.se/soderby/,"GR,FKLASS,FTH",AKTIV
41333982,Björke skola,Pontus Andersson,2180,Oppalavägen 1,80597,Gävle,60.765333548918655,17.188557003888267,026-179814,utbildning@gavle.se,http://www.gavle.se/bjorkeskola,"GR,FKLASS,FTH",AKTIV
20877276,Lammhults skola,Olof Westeson,0780,Herrgårdsgatan 2,36030,Lammhult,57.16907758380669,14.589357593944683,0472-268305,utbildningsnamnden@vaxjo.se,www.vaxjo.se,"GR,FKLASS,FTH",AKTIV
65927702,Innovitaskolan Vendelsö,Jenny Kjellberg,0136,Norrbyvägen 104,13673,Vendelsö,59.19786609527582,18.17804271962675,08-7767600,vendelso@innovitaskolan.se,https://innovitaskolan.se/vendelso/,"GR,FKLASS,FTH",AKTIV
55373417,Bergby Centralskola 1-9,Pontus Andersson,2180,Bergbyvägen 10,81740,Bergby,60.92488876424264,17.0441477448544,026-179814,utbildning@gavle.se,http://www.gavle.se/Bergbyskolan,"GR,FKLASS,FTH,OPPFTH",AKTIV
63849173,Svenstaviks skola 7-9,Jerry Prestberg,2326,Skolvägen 6,84531,Svenstavik,62.767832964858655,14.42554827508503,0687-16100,svenstaviks.skola@berg.se,http://www.berg.se,"GR,GRAN",AKTIV
91167477,Fredriksborgskolan GRAN 1-9,Sanna Svalin,1490,Gässlösavägen 39,50441,BORÅS,57.704591860357134,12.926920926885236,033-358016,sanna.svalin@boras.se,https://www.boras.se/utbildningochforskola/grundskola/grundskolor/anpassadgrundskolafredriksborg.4.107302c518f999a8ca2e3a4.html,"FTH,GRAN",AKTIV
